from,to,arrows
r0055_reverse,cpd:C00546_c,to
cpd:C00022_c,r0055_reverse,to
cpd:C00033_c,AACS>943,to
AACS>943,cpd:C00024_c,to
cpd:C00033_c,ACSS2,to
ACSS2,cpd:C00024_c,to
cpd:C00033_c,ACSS2>944,to
ACSS2>944,cpd:C00024_c,to
cpd:C00033_m,ACSS1,to
ACSS1,cpd:C00024_m,to
cpd:C00236_c,RWDD2A,to
RWDD2A,cpd:C00197_c,to
cpd:C00236_c,ACYP2,to
ACYP2,cpd:C00197_c,to
cpd:C00236_c,ACYP1,to
ACYP1,cpd:C00197_c,to
cpd:C00236_c,ACYP1>945,to
ACYP1>945,cpd:C00197_c,to
23dpg_c,BPGM,to
BPGM,cpd:C00197_c,to
23dpg_c,PGAM1,to
PGAM1,cpd:C00197_c,to
23dpg_c,PGAM2,to
PGAM2,cpd:C00197_c,to
23dpg_c,PGAM2>946,to
PGAM2>946,cpd:C00197_c,to
23dpg_c,BPGM>947,to
BPGM>947,cpd:C00197_c,to
cpd:C00236_c,BPGM>948,to
BPGM>948,23dpg_c,to
cpd:C00236_c,PGAM1>949,to
PGAM1>949,23dpg_c,to
cpd:C00236_c,PGAM2>950,to
PGAM2>950,23dpg_c,to
cpd:C00236_c,PGAM2>951,to
PGAM2>951,23dpg_c,to
cpd:C00236_c,BPGM>952,to
BPGM>952,23dpg_c,to
cpd:C00631_c,ENO1,to
ENO1,cpd:C00074_c,to
ENO1_reverse,cpd:C00631_c,to
cpd:C00074_c,ENO1_reverse,to
cpd:C00631_c,ENO3,to
ENO3,cpd:C00074_c,to
ENO3_reverse,cpd:C00631_c,to
cpd:C00074_c,ENO3_reverse,to
cpd:C00631_c,ENO3>953,to
ENO3>953,cpd:C00074_c,to
ENO3>953_reverse,cpd:C00631_c,to
cpd:C00074_c,ENO3>953_reverse,to
cpd:C00631_c,ENO2,to
ENO2,cpd:C00074_c,to
ENO2_reverse,cpd:C00631_c,to
cpd:C00074_c,ENO2_reverse,to
cpd:C00354_c,ALDOA,to
ALDOA,cpd:C00111_c,to
ALDOA,cpd:C00118_c,to
ALDOA_reverse,cpd:C00354_c,to
cpd:C00111_c,ALDOA_reverse,to
cpd:C00118_c,ALDOA_reverse,to
cpd:C00354_c,ALDOA>954,to
ALDOA>954,cpd:C00111_c,to
ALDOA>954,cpd:C00118_c,to
ALDOA>954_reverse,cpd:C00354_c,to
cpd:C00111_c,ALDOA>954_reverse,to
cpd:C00118_c,ALDOA>954_reverse,to
cpd:C00354_c,ALDOA>955,to
ALDOA>955,cpd:C00111_c,to
ALDOA>955,cpd:C00118_c,to
ALDOA>955_reverse,cpd:C00354_c,to
cpd:C00111_c,ALDOA>955_reverse,to
cpd:C00118_c,ALDOA>955_reverse,to
cpd:C00354_c,ALDOC,to
ALDOC,cpd:C00111_c,to
ALDOC,cpd:C00118_c,to
ALDOC_reverse,cpd:C00354_c,to
cpd:C00111_c,ALDOC_reverse,to
cpd:C00118_c,ALDOC_reverse,to
cpd:C00093_c,GPD2,to
GPD2,cpd:C00111_c,to
cpd:C00092_r,G6PC3,to
G6PC3,cpd:C00031_r,to
cpd:C00118_c,GAPDH,to
GAPDH,cpd:C00236_c,to
GAPDH_reverse,cpd:C00118_c,to
cpd:C00236_c,GAPDH_reverse,to
cpd:C00118_c,GAPDHS,to
GAPDHS,cpd:C00236_c,to
GAPDHS_reverse,cpd:C00118_c,to
cpd:C00236_c,GAPDHS_reverse,to
cpd:C00031_c,HK1,to
HK1,cpd:C00092_c,to
cpd:C00031_c,HKDC1,to
HKDC1,cpd:C00092_c,to
cpd:C00031_c,HK1>956,to
HK1>956,cpd:C00092_c,to
cpd:C00031_c,HK2,to
HK2,cpd:C00092_c,to
cpd:C00031_c,HK1>958,to
HK1>958,cpd:C00092_c,to
cpd:C00031_c,HK1>960,to
HK1>960,cpd:C00092_c,to
cpd:C00031_c,HK1>961,to
HK1>961,cpd:C00092_c,to
cpd:C00186_c,LDHB_LDHA,to
LDHB_LDHA,cpd:C00022_c,to
LDHB_LDHA_reverse,cpd:C00186_c,to
cpd:C00022_c,LDHB_LDHA_reverse,to
cpd:C00186_c,LDHC,to
LDHC,cpd:C00022_c,to
LDHC_reverse,cpd:C00186_c,to
cpd:C00022_c,LDHC_reverse,to
cpd:C00186_c,LDHA,to
LDHA,cpd:C00022_c,to
LDHA_reverse,cpd:C00186_c,to
cpd:C00022_c,LDHA_reverse,to
cpd:C00186_c,LDHC>962,to
LDHC>962,cpd:C00022_c,to
LDHC>962_reverse,cpd:C00186_c,to
cpd:C00022_c,LDHC>962_reverse,to
cpd:C00186_c,UEVLD,to
UEVLD,cpd:C00022_c,to
UEVLD_reverse,cpd:C00186_c,to
cpd:C00022_c,UEVLD_reverse,to
cpd:C00186_c,LDHB,to
LDHB,cpd:C00022_c,to
LDHB_reverse,cpd:C00186_c,to
cpd:C00022_c,LDHB_reverse,to
cpd:C00022_m,DLD_PDHX_PDHA1_PDHB_DLAT,to
DLD_PDHX_PDHA1_PDHB_DLAT,cpd:C00024_m,to
cpd:C00036_m,PCK2,to
PCK2,cpd:C00074_m,to
cpd:C05345_c,PFKP,to
PFKP,cpd:C00354_c,to
cpd:C05345_c,PFKL,to
PFKL,cpd:C00354_c,to
cpd:C05345_c,PFKP_PFKL,to
PFKP_PFKL,cpd:C00354_c,to
cpd:C05345_c,PFKP_PFKM,to
PFKP_PFKM,cpd:C00354_c,to
cpd:C05345_c,PFKM,to
PFKM,cpd:C00354_c,to
cpd:C05345_c,PFK_PFKL>964,to
PFK_PFKL>964,cpd:C00354_c,to
cpd:C05345_c,PFKL>965,to
PFKL>965,cpd:C00354_c,to
cpd:C05345_c,PFKL_PFKM,to
PFKL_PFKM,cpd:C00354_c,to
cpd:C05345_c,PFKM_PFKL,to
PFKM_PFKL,cpd:C00354_c,to
cpd:C00092_c,GPI,to
GPI,cpd:C05345_c,to
GPI_reverse,cpd:C00092_c,to
cpd:C05345_c,GPI_reverse,to
cpd:C00197_c,PGK1,to
PGK1,cpd:C00236_c,to
PGK1_reverse,cpd:C00197_c,to
cpd:C00236_c,PGK1_reverse,to
cpd:C00197_c,MIA3,to
MIA3,cpd:C00236_c,to
MIA3_reverse,cpd:C00197_c,to
cpd:C00236_c,MIA3_reverse,to
cpd:C00631_c,BPGM>966,to
BPGM>966,cpd:C00197_c,to
BPGM>966_reverse,cpd:C00631_c,to
cpd:C00197_c,BPGM>966_reverse,to
cpd:C00631_c,PGAM1>967,to
PGAM1>967,cpd:C00197_c,to
PGAM1>967_reverse,cpd:C00631_c,to
cpd:C00197_c,PGAM1>967_reverse,to
cpd:C00631_c,PGAM2>968,to
PGAM2>968,cpd:C00197_c,to
PGAM2>968_reverse,cpd:C00631_c,to
cpd:C00197_c,PGAM2>968_reverse,to
cpd:C00631_c,PGAM2>969,to
PGAM2>969,cpd:C00197_c,to
PGAM2>969_reverse,cpd:C00631_c,to
cpd:C00197_c,PGAM2>969_reverse,to
cpd:C00631_c,BPGM>970,to
BPGM>970,cpd:C00197_c,to
BPGM>970_reverse,cpd:C00631_c,to
cpd:C00197_c,BPGM>970_reverse,to
cpd:C00074_c,PKM,to
PKM,cpd:C00022_c,to
cpd:C00074_c,PKM>971,to
PKM>971,cpd:C00022_c,to
cpd:C00074_c,PKM>973,to
PKM>973,cpd:C00022_c,to
cpd:C00111_c,TPI1,to
TPI1,cpd:C00118_c,to
TPI1_reverse,cpd:C00111_c,to
cpd:C00118_c,TPI1_reverse,to
cpd:C00111_c,TPI1P2,to
TPI1P2,cpd:C00118_c,to
TPI1P2_reverse,cpd:C00111_c,to
cpd:C00118_c,TPI1P2_reverse,to
cpd:C00186_x,LDHB>977,to
LDHB>977,cpd:C00022_x,to
LDHB>977_reverse,cpd:C00186_x,to
cpd:C00022_x,LDHB>977_reverse,to
cpd:C00186_x,LDHA>978,to
LDHA>978,cpd:C00022_x,to
LDHA>978_reverse,cpd:C00186_x,to
cpd:C00022_x,LDHA>978_reverse,to
cpd:C00186_x,LDHC>979,to
LDHC>979,cpd:C00022_x,to
LDHC>979_reverse,cpd:C00186_x,to
cpd:C00022_x,LDHC>979_reverse,to
cpd:C00031_c,HK1>982,to
HK1>982,cpd:C00092_c,to
cpd:C00031_c,HK2>983,to
HK2>983,cpd:C00092_c,to
cpd:C00031_c,HK1>986,to
HK1>986,cpd:C00092_c,to
cpd:C00031_c,HK2>987,to
HK2>987,cpd:C00092_c,to
cpd:C00212_c,ADK,to
cpd:C00212_c,ADK>998,to
cpd:C00019_c,AMD1,to
AMD1,cpd:C01137_c,to
cpd:C01165_m,G5SADrm,to
G5SADrm,cpd:C03912_m,to
cpd:C03912_m,PYCR1,to
PYCR1,cpd:C00148_m,to
cpd:C03912_m,PYCR1>1044,to
PYCR1>1044,cpd:C00148_m,to
cpd:C03912_m,PYCR1>1045,to
PYCR1>1045,cpd:C00148_m,to
cpd:C03912_m,PYCR1>1046,to
PYCR1>1046,cpd:C00148_m,to
cpd:C00148_m,PRODH,to
PRODH,cpd:C03912_m,to
cpd:C00148_m,PRODH>1047,to
PRODH>1047,cpd:C03912_m,to
cpd:C00134_c,AOC2,to
AOC2,cpd:C00555_c,to
cpd:C00134_c,AOC2>1049,to
AOC2>1049,cpd:C00555_c,to
cpd:C03912_c,PYCR2,to
PYCR2,cpd:C00148_c,to
cpd:C03912_c,PYCR3,to
PYCR3,cpd:C00148_c,to
cpd:C03912_c,PYCR1>1050,to
PYCR1>1050,cpd:C00148_c,to
cpd:C00048_x,transporter>284,to
transporter>284,cpd:C00048_c,to
transporter>83,cpd:C00037_x,to
cpd:C00111_c,transporter>332,to
transporter>332,cpd:C00111_x,to
cpd:C00111_x,transporter>332,to
transporter>287,cpd:C00093_x,to
cpd:C00093_x,transporter>287,to
cpd:C00186_x,transporter>114,to
transporter>114,cpd:C00186_x,to
cpd:C00049_c,ASNS,to
ASNS,cpd:C00152_c,to
cpd:C00049_c,ASNS>1054,to
ASNS>1054,cpd:C00152_c,to
cpd:C00049_c,ASNS>1055,to
ASNS>1055,cpd:C00152_c,to
cpd:C00049_c,GOT1>1056,to
GOT1>1056,cpd:C00036_c,to
GOT1>1056_reverse,cpd:C00049_c,to
cpd:C00036_c,GOT1>1056_reverse,to
cpd:C00036_m,GOT2>1057,to
GOT2>1057,cpd:C00049_m,to
cpd:C00062_c,ARG2,to
ARG2,cpd:C00077_c,to
ARG2,cpd:C00086_c,to
cpd:C00062_m,ARG2>1058,to
ARG2>1058,cpd:C00086_m,to
ARG2>1058,cpd:C00077_m,to
cpd:C00791_m,CKMT1B,to
CKMT1B,pcreat_m,to
cpd:C00791_m,CKMT1A,to
CKMT1A,pcreat_m,to
pcreat_c,CKB,to
CKB,cpd:C00791_c,to
transporter>79,cpd:C00791_m,to
cpd:C01165_c,G5SADs,to
G5SADs,cpd:C03912_c,to
cpd:C03287_m,ALDH18A1,to
ALDH18A1,cpd:C01165_m,to
cpd:C00019_c,GAMT,to
gudac_c,GAMT,to
GAMT,cpd:C00021_c,to
GAMT,cpd:C00791_c,to
cpd:C00019_c,GAMT>1059,to
gudac_c,GAMT>1059,to
GAMT>1059,cpd:C00021_c,to
GAMT>1059,cpd:C00791_c,to
ALDH18A1>1060,cpd:C03287_m,to
cpd:C00037_c,GATM,to
cpd:C00062_c,GATM,to
GATM,cpd:C00077_c,to
GATM,gudac_c,to
cpd:C00077_c,ODC1,to
ODC1,cpd:C00134_c,to
cpd:C00077_m,OAT,to
OAT,cpd:C01165_m,to
OAT_reverse,cpd:C00077_m,to
cpd:C01165_m,OAT_reverse,to
pcreat_m,transporter>349,to
transporter>349,pcreat_c,to
cpd:C00213_m,SARDH,to
SARDH,cpd:C00037_m,to
SARDH,cpd:C00143_m,to
cpd:C01137_c,SRM,to
cpd:C00134_c,SRM,to
SRM,cpd:C00170_c,to
SRM,cpd:C00315_c,to
cpd:C01137_c,SMS,to
cpd:C00315_c,SMS,to
SMS,cpd:C00750_c,to
SMS,cpd:C00170_c,to
cpd:C01137_c,SRM>1061,to
cpd:C00315_c,SRM>1061,to
SRM>1061,cpd:C00750_c,to
SRM>1061,cpd:C00170_c,to
cpd:C01165_m,ALDH4A1>1063,to
cpd:C00022_c,r0156,to
r0156,cpd:C00041_c,to
cpd:C00022_m,r0157,to
r0157,cpd:C00041_m,to
cpd:C00555_c,RE0691C,to
RE0691C,cpd:C15668_c,to
cpd:C15853_c,RE1897C,to
RE1897C,cpd:C00315_c,to
13dampp_c,RE1898C,to
cpd:C15668_c,RE1898C,to
RE1898C,cpd:C15853_c,to
cpd:C00092_c,transporter>351,to
transporter>351,cpd:C00092_r,to
transporter>351,cpd:C00092_c,to
cpd:C00092_r,transporter>351,to
transporter>89,cpd:C00031_r,to
cpd:C00191_c,transporter>356,to
transporter>356,cpd:C00191_r,to
guln_r,transporter>358,to
transporter>358,guln_c,to
cpd:C03736_c,transporter>364,to
transporter>364,cpd:C03736_r,to
transporter>364,cpd:C03736_c,to
cpd:C03736_r,transporter>364,to
cpd:C00199_c,transporter>368,to
transporter>368,cpd:C00199_r,to
transporter>368,cpd:C00199_c,to
cpd:C00199_r,transporter>368,to
ETFDH_ETFB_ETFA,q10h2_m,to
ETFB_ETFA,q10h2_m,to
cpd:C00093_m,GLYC3PFADm,to
GLYC3PFADm,cpd:C00111_m,to
CA12,cpd:C00288_c,to
CA13,cpd:C00288_c,to
CA14,cpd:C00288_c,to
CA12>1520,cpd:C00288_c,to
CA2,cpd:C00288_c,to
guln_c,AKR1A1>1521,to
AKR1A1>1521,cpd:C00191_c,to
cpd:C00074_c,PKM>1524,to
PKM>1524,cpd:C00022_c,to
PKM>1524_reverse,cpd:C00074_c,to
cpd:C00022_c,PKM>1524_reverse,to
EX_ala_L_e_reverse,cpd:C00041_e,to
EX_asp_L_e_reverse,cpd:C00049_e,to
EX_cit_e_reverse,cpd:C00158_e,to
EX_gly_e_reverse,cpd:C00037_e,to
EX_pro_L_e_reverse,cpd:C00148_e,to
cpd:C01179_e,EX_34hpp,to
cpd:C01801_c,RBKS,to
RBKS,cpd:C00673_c,to
cpd:C01236_r,H6PD,to
H6PD,cpd:C00092_r,to
cpd:C00092_c,G6PD,to
G6PD,cpd:C01236_c,to
G6PD_reverse,cpd:C00092_c,to
cpd:C01236_c,G6PD_reverse,to
cpd:C00092_r,H6PD>1525,to
H6PD>1525,cpd:C01236_r,to
cpd:C00092_r,G6PD>1526,to
G6PD>1526,cpd:C01236_r,to
cpd:C00345_c,PGD,to
PGD,cpd:C00199_c,to
cpd:C00345_r,PGD>1527,to
PGD>1527,cpd:C00199_r,to
cpd:C00191_r,GULNDer,to
GULNDer,guln_r,to
cpd:C01236_c,PGLS,to
PGLS,cpd:C00345_c,to
cpd:C01236_r,H6PD>1528,to
H6PD>1528,cpd:C00345_r,to
cpd:C03736_c,PRPS1L1,to
PRPS1L1,cpd:C00119_c,to
cpd:C03736_c,PRPS1,to
PRPS1,cpd:C00119_c,to
cpd:C03736_c,PRPS1L1>1529,to
PRPS1L1>1529,cpd:C00119_c,to
cpd:C03736_c,PRPS2,to
PRPS2,cpd:C00119_c,to
cpd:C00199_c,RPE,to
RPE,cpd:C00231_c,to
RPE_reverse,cpd:C00199_c,to
cpd:C00231_c,RPE_reverse,to
cpd:C00199_c,RPE>1530,to
RPE>1530,cpd:C00231_c,to
RPE>1530_reverse,cpd:C00199_c,to
cpd:C00231_c,RPE>1530_reverse,to
cpd:C03736_c,RPIA,to
RPIA,cpd:C00199_c,to
RPIA_reverse,cpd:C03736_c,to
cpd:C00199_c,RPIA_reverse,to
cpd:C00118_c,TALDO1,to
cpd:C05382_c,TALDO1,to
TALDO1,cpd:C05345_c,to
TALDO1,cpd:C00279_c,to
TALDO1_reverse,cpd:C00118_c,to
TALDO1_reverse,cpd:C05382_c,to
cpd:C05345_c,TALDO1_reverse,to
cpd:C00279_c,TALDO1_reverse,to
cpd:C03736_c,TKT,to
cpd:C00231_c,TKT,to
TKT,cpd:C00118_c,to
TKT,cpd:C05382_c,to
TKT_reverse,cpd:C03736_c,to
TKT_reverse,cpd:C00231_c,to
cpd:C00118_c,TKT_reverse,to
cpd:C05382_c,TKT_reverse,to
cpd:C00231_c,TKT>1531,to
cpd:C00279_c,TKT>1531,to
TKT>1531,cpd:C00118_c,to
TKT>1531,cpd:C05345_c,to
TKT>1531_reverse,cpd:C00231_c,to
TKT>1531_reverse,cpd:C00279_c,to
cpd:C00118_c,TKT>1531_reverse,to
cpd:C05345_c,TKT>1531_reverse,to
cpd:C03736_r,RPIA>1534,to
RPIA>1534,cpd:C00199_r,to
RPIA>1534_reverse,cpd:C03736_r,to
cpd:C00199_r,RPIA>1534_reverse,to
cpd:C00673_c,PGM2,to
PGM2,cpd:C00672_c,to
cpd:C00092_c,G6PD>1535,to
G6PD>1535,cpd:C01236_c,to
cpd:C00345_c,PGD>1536,to
PGD>1536,cpd:C00199_c,to
cpd:C01236_c,PGLS>1537,to
PGLS>1537,cpd:C00345_c,to
cpd:C00199_c,RPE>1538,to
RPE>1538,cpd:C00231_c,to
RPE>1538_reverse,cpd:C00199_c,to
cpd:C00231_c,RPE>1538_reverse,to
cpd:C00199_c,RPE>1539,to
RPE>1539,cpd:C00231_c,to
RPE>1539_reverse,cpd:C00199_c,to
cpd:C00231_c,RPE>1539_reverse,to
cpd:C00234_c,ALDH1L2,to
cpd:C00445_c,MTHFD1,to
MTHFD1,cpd:C00234_c,to
cpd:C00445_c,MTHFD2P1,to
MTHFD2P1,cpd:C00234_c,to
cpd:C00445_c,MTHFD2L,to
MTHFD2L,cpd:C00234_c,to
cpd:C00143_c,MTHFD2P1>1542,to
MTHFD2P1>1542,cpd:C00445_c,to
MTHFD2P1>1542_reverse,cpd:C00143_c,to
cpd:C00445_c,MTHFD2P1>1542_reverse,to
cpd:C00143_c,MTHFD2L>1543,to
MTHFD2L>1543,cpd:C00445_c,to
MTHFD2L>1543_reverse,cpd:C00143_c,to
cpd:C00445_c,MTHFD2L>1543_reverse,to
cpd:C00143_c,MTHFD2,to
MTHFD2,cpd:C00445_c,to
MTHFD2_reverse,cpd:C00143_c,to
cpd:C00445_c,MTHFD2_reverse,to
cpd:C00440_c,MTHFR,to
MTHFR,cpd:C00143_c,to
MTHFR_reverse,cpd:C00440_c,to
cpd:C00143_c,MTHFR_reverse,to
cpd:C00143_c,MTHFR>1544,to
MTHFR>1544,cpd:C00440_c,to
cpd:C00352_c,GNPDA2,to
GNPDA2,cpd:C05345_c,to
cpd:C00352_c,GNPDA1,to
GNPDA1,cpd:C05345_c,to
cpd:C05345_c,GFPT1,to
GFPT1,cpd:C00352_c,to
cpd:C05345_c,GFPT2,to
GFPT2,cpd:C00352_c,to
cpd:C00097_c,GCLC_GCLM,to
GCLC_GCLM,cpd:C00669_c,to
cpd:C00037_c,GSS,to
cpd:C00669_c,GSS,to
cpd:C00119_c,PPAT,to
PPAT,cpd:C03090_c,to
cpd:C00212_c,ADNK3,to
cpd:C00212_c,ADNK4,to
hmgcoa_m,HMGCL,to
HMGCL,cpd:C00024_m,to
HMGCL,cpd:C00164_m,to
transporter>140,cpd:C00022_x,to
cpd:C00022_x,transporter>140,to
cpd:C00065_c,SDS>1563,to
SDS>1563,cpd:C00022_c,to
cpd:C05345_c,PFKL>1564,to
PFKL>1564,cpd:C00354_c,to
cpd:C00158_m,ACO2>1565,to
ACO2>1565_reverse,cpd:C00158_m,to
cpd:C00158_m,ACO1>1566,to
ACO1>1566_reverse,cpd:C00158_m,to
cpd:C00311_m,ACO2>1567,to
ACO2>1567_reverse,cpd:C00311_m,to
cpd:C00311_m,ACO1>1568,to
ACO1>1568_reverse,cpd:C00311_m,to
cpd:C00158_m,r1109,to
r1109,cpd:C00033_m,to
r1109,cpd:C00036_m,to
r1109_reverse,cpd:C00158_m,to
cpd:C00033_m,r1109_reverse,to
cpd:C00036_m,r1109_reverse,to
q10h2_m,PRODH>1569,to
cpd:C00148_m,PRODH>1569,to
PRODH>1569,cpd:C03912_m,to
PRODH>1569_reverse,q10h2_m,to
PRODH>1569_reverse,cpd:C00148_m,to
cpd:C03912_m,PRODH>1569_reverse,to
cpd:C00036_c,OAADC,to
OAADC,cpd:C00022_c,to
cpd:C00327_c,ASS1,to
cpd:C00049_c,ASS1,to
ASS1_reverse,cpd:C00327_c,to
ASS1_reverse,cpd:C00049_c,to
ASS1,cpd:C03406_c,to
cpd:C03406_c,ASS1_reverse,to
cpd:C03406_c,ASL,to
ASL_reverse,cpd:C03406_c,to
ASL,cpd:C00122_c,to
ASL,cpd:C00062_c,to
cpd:C00122_c,ASL_reverse,to
cpd:C00062_c,ASL_reverse,to
cpd:C00049_c,ADSS,to
ADSS,cpd:C03794_c,to
cpd:C03794_c,ADSL,to
ADSL,cpd:C00122_c,to
cpd:C04751_c,PAICS,to
cpd:C00049_c,PAICS,to
PAICS,cpd:C04823_c,to
cpd:C04823_c,ADSL>2,to
ADSL>2,cpd:C04677_c,to
ADSL>2,cpd:C00122_c,to
ADSS_reverse,cpd:C00049_c,to
cpd:C03794_c,ADSS_reverse,to
ADSL_reverse,cpd:C03794_c,to
cpd:C00122_c,ADSL_reverse,to
PAICS_reverse,cpd:C04751_c,to
PAICS_reverse,cpd:C00049_c,to
cpd:C04823_c,PAICS_reverse,to
ADSL>2_reverse,cpd:C04823_c,to
cpd:C04677_c,ADSL>2_reverse,to
cpd:C00122_c,ADSL>2_reverse,to
cpd:C00487_m,CRAT.c5,to
cpd:C02939_m,CRAT.c5,to
CRAT.c5,cpd:C20826_m,to
cpd:C00487_m,CRAT.c4,to
cpd:C00630_m,CRAT.c4,to
CRAT.c4,cpd:C02862_m,to
cpd:C00487_m,CRAT.c5b,to
cpd:C01033_m,CRAT.c5b,to
CRAT.c5b,cpd:2-Methylbutyroylcarnitine_m,to
cpd:C00100_m,CRAT.c3,to
cpd:C00487_m,CRAT.c3,to
CRAT.c3,cpd:C03017_m,to
cpd:C00487_m,CRAT,to
cpd:C00024_m,CRAT,to
CRAT,cpd:C02571_m,to
cpd:C00349_m,ALDH6A,to
ALDH6A,cpd:C00100_m,to
cpd:C00100_m,ALDH6A_reverse,to
ALDH6A_reverse,cpd:C00349_m,to
cpd:C01213_m,CRAT.c3b,to
CRAT.c3b,cpd:methylmalonylcarnitine-C3_m,to
cpd:C00091_m,CRAT.c4b,to
CRAT.c4b,cpd:succinylcarnitine-C4_m,to
cpd:C03793_c,TMLD,to
TMLD,cpd:C01259_c,to
TMLD,cpd:C00042_c,to
cpd:C01259_c,HTMLA,to
HTMLA,cpd:C01149_c,to
HTMLA,cpd:C00037_c,to
cpd:C01149_c,TMABADH,to
TMABADH,cpd:C01181_c,to
cpd:C01181_c,BBD,to
BBD,cpd:C00487_c,to
BBD,cpd:C00042_c,to
BCAT1.iso_reverse,cpd:C00407_c,to
cpd:C00671_c,BCAT1.iso_reverse,to
BCAT1.leu_reverse,cpd:C00123_c,to
cpd:C00233_c,BCAT1.leu_reverse,to
BCAT1.val_reverse,cpd:C00183_c,to
cpd:C00141_c,BCAT1.val_reverse,to
cpd:C00233_m,BCKDH.mkic,to
BCKDH.mkic,cpd:C02939_m,to
cpd:C00141_m,BCKDH.mkiv,to
BCKDH.mkiv,cpd:C00630_m,to
cpd:C00671_m,BCKDH.mkmv,to
BCKDH.mkmv,cpd:C01033_m,to
cpd:C00025_c,PSAT1_gluakg,to
PSAT1_gluakg,cpd:C00026_c,to
cpd:C00025_c,PSAT1>8_gluakg,to
PSAT1>8_gluakg,cpd:C00026_c,to
cpd:C00026_m,transporter>2,to
transporter>2,cpd:C00026_c,to
transporter>2,cpd:C00026_m,to
cpd:C00026_c,transporter>2,to
cpd:C00026_e,transporter>2,to
transporter>2,cpd:C00026_e,to
cpd:C00025_c,AADAT_gluakg,to
AADAT_gluakg,cpd:C00026_c,to
cpd:C00025_c,AADAT>13_gluakg,to
AADAT>13_gluakg,cpd:C00026_c,to
AASS>14,cpd:C00025_m,to
cpd:C00026_m,AADAT>15_gluakg,to
AADAT>15_gluakg,cpd:C00025_m,to
cpd:C00026_m,ABAT_gluakg,to
ABAT_gluakg,cpd:C00025_m,to
ABAT_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,ABAT_reverse_gluakg,to
cpd:C00064_c,transporter>49,to
transporter>49,cpd:C00064_e,to
transporter>49,cpd:C00064_c,to
cpd:C00064_e,transporter>49,to
transporter>49,cpd:C00064_m,to
cpd:C00025_e,transporter>192,to
transporter>192,cpd:C00025_c,to
transporter>192,cpd:C00025_e,to
cpd:C00025_c,transporter>192,to
transporter>192,cpd:C00025_m,to
cpd:C00025_m,transporter>192,to
cpd:C00026_c,AADAT>758_gluakg,to
AADAT>758_gluakg,cpd:C00025_c,to
cpd:C00026_c,AL441992.2_gluakg,to
AL441992.2_gluakg,cpd:C00025_c,to
cpd:C00026_c,AADAT>759_gluakg,to
AADAT>759_gluakg,cpd:C00025_c,to
cpd:C00026_c,AADAT>762_gluakg,to
AADAT>762_gluakg,cpd:C00025_c,to
cpd:C00026_c,AL441992.2>763_gluakg,to
AL441992.2>763_gluakg,cpd:C00025_c,to
cpd:C00026_c,AADAT>764_gluakg,to
AADAT>764_gluakg,cpd:C00025_c,to
cpd:C00025_c,AL441992.2>766_gluakg,to
AL441992.2>766_gluakg,cpd:C00026_c,to
cpd:C00026_c,AL441992.2>767_gluakg,to
AL441992.2>767_gluakg,cpd:C00025_c,to
AL441992.2>767_reverse_gluakg,cpd:C00026_c,to
cpd:C00025_c,AL441992.2>767_reverse_gluakg,to
cpd:C00026_c,GOT1_gluakg,to
GOT1_gluakg,cpd:C00025_c,to
cpd:C00025_m,ABAT>771_gluakg,to
ABAT>771_gluakg,cpd:C00026_m,to
cpd:C00025_m,ABAT>772_gluakg,to
ABAT>772_gluakg,cpd:C00026_m,to
cpd:C00026_c,BCAT1_gluakg,to
BCAT1_gluakg,cpd:C00025_c,to
cpd:C00026_m,BCAT2_gluakg,to
BCAT2_gluakg,cpd:C00025_m,to
BCAT2_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,BCAT2_reverse_gluakg,to
cpd:C00026_c,BCAT1>780_gluakg,to
BCAT1>780_gluakg,cpd:C00025_c,to
cpd:C00026_m,BCAT2>781_gluakg,to
BCAT2>781_gluakg,cpd:C00025_m,to
BCAT2>781_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,BCAT2>781_reverse_gluakg,to
cpd:C00026_c,BCAT1>787_gluakg,to
BCAT1>787_gluakg,cpd:C00025_c,to
cpd:C00026_m,BCAT2>788_gluakg,to
BCAT2>788_gluakg,cpd:C00025_m,to
BCAT2>788_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,BCAT2>788_reverse_gluakg,to
cpd:C00026_c,GOT1>885_gluakg,to
GOT1>885_gluakg,cpd:C00025_c,to
cpd:C00026_m,GOT2_gluakg,to
GOT2_gluakg,cpd:C00025_m,to
cpd:C00026_m,ABAT>890_gluakg,to
ABAT>890_gluakg,cpd:C00025_m,to
ABAT>890_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,ABAT>890_reverse_gluakg,to
cpd:C00026_m,ABAT>891_gluakg,to
ABAT>891_gluakg,cpd:C00025_m,to
ABAT>891_reverse_gluakg,cpd:C00026_m,to
cpd:C00025_m,ABAT>891_reverse_gluakg,to
cpd:C00026_c,GPT2_gluakg,to
GPT2_gluakg,cpd:C00025_c,to
GPT2_reverse_gluakg,cpd:C00026_c,to
cpd:C00025_c,GPT2_reverse_gluakg,to
cpd:C00025_c,GLUL_glugln,to
GLUL_glugln,cpd:C00064_c,to
cpd:C00025_m,GLUD2_gluakg,to
GLUD2_gluakg,cpd:C00026_m,to
