ID,OvHK2,786vHK2,786vO
A4GALT,0.0707217405801952,0.13995379003980446,0.06923204945960926
AAAS,0.32389876798706574,0.16088506284026138,-0.16301370514680436
AACS,-0.4036497197110549,-0.281495930418032,0.1221537892930229
AADAT,-0.10345910316409146,-0.18048931051343509,-0.07703020734934363
AAGAB,0.3948334933047999,0.02755188476679571,-0.3672816085380042
AAK1,0.37637702661489136,0.20984586719995413,-0.16653115941493724
AAMDC,-0.003952659148012572,0.04615701395136185,0.05010967309937442
AAMP,-0.22745827885780656,-0.09630588495540238,0.13115239390240419
AAR2,0.12475654190666319,0.03286164476604725,-0.09189489714061594
AARS1,0.5042352115966953,0.739939453712239,0.23570424211554375
AARS2,0.06289940635186397,-0.04706473661304855,-0.10996414296491253
AASDH,-0.24900037853972457,-0.24824647427129953,7.539042684250319e-4
AASDHPPT,-0.08952134015800262,-0.03152614231302486,0.05799519784497775
AASS,0.4025941428611901,-0.325812857362898,-0.7284070002240881
AATF,0.32400059227328093,0.036409928694927984,-0.28759066357835295
ABAT,-0.3298317132512256,-0.43224272806064157,-0.10241101480941595
ABCA1,-0.5143041899797929,-0.7565211050262359,-0.24221691504644305
ABCA11P,0.28609205113124503,0.25116885311904014,-0.03492319801220489
ABCA12,1.1950059948472358,0.7025361455533066,-0.49246984929392923
ABCA17P,-0.22607914264984785,-0.11477261801477212,0.11130652463507573
ABCA2,2.895230986306558,3.227264492276511,0.33203350596995307
ABCA3,0.07546032247699586,0.9730039662251517,0.8975436437481559
ABCA5,0.05971263321331399,-0.09815785248300557,-0.15787048569631956
ABCA7,-0.3939433771938976,-0.39945219291594647,-0.005508815722048865
ABCB1,-1.1775823576010591,-1.3478600660757767,-0.17027770847471757
ABCB10,-0.3850492901882365,-0.49453404528778755,-0.10948475509955102
ABCB6,0.14226160142309574,0.011933492772969956,-0.13032810865012578
ABCB7,-0.6881474364904125,-0.7582079464821874,-0.07006050999177482
ABCB8,0.26975956839585713,0.43358009889924,0.16382053050338286
ABCB9,-0.15776302225643235,-0.2879697479362182,-0.13020672567978586
ABCC1,0.09460238504464158,0.08497628938603086,-0.009626095658610723
ABCC10,0.46539966263568466,0.2675220764151973,-0.19787758622048734
ABCC2,0.5121522228090942,0.05665118385130974,-0.4555010389577845
ABCC4,0.346116645897629,0.5652509019030472,0.21913425600541814
ABCC5,-0.7058845481686333,-0.7953557898943231,-0.08947124172568977
ABCC9,0.0014438825275266964,-0.06992971385562008,-0.07137359638314678
ABCD1,0.19718890762912977,0.3585368852159174,0.16134797758678765
ABCD3,-0.14035207357551904,-0.2404936542926439,-0.10014158071712487
ABCD4,-0.18289959401322164,-0.19591303685137262,-0.01301344283815098
ABCE1,-1.0273461740775733,-1.1477525848484618,-0.12040641077088843
ABCF1,-0.4290928887021259,-0.4590932847231848,-0.03000039602105886
ABCF3,0.0499612041132238,0.07889222570111798,0.02893102158789418
ABCG2,0.15086751028881018,0.15663131347641368,0.0057638031876035
ABHD10,-0.05530709988139115,-0.041285636182919916,0.014021463698471237
ABHD11,0.1568332600392015,0.5998433220672261,0.4430100620280246
ABHD12,-0.7466621121787824,-0.8431945587566485,-0.09653244657786608
ABHD13,0.082003323125031,0.08906038098388613,0.007057057858855131
ABHD14A,0.1191471518467857,0.12045975787201257,0.00131260602522687
ABHD14B,0.3845135210839299,0.5116884563842206,0.12717493530029067
ABHD16A,-0.23173482531492517,-0.15854342512075803,0.07319140019416714
ABHD16B,-0.03664082173112959,0.110718685119366,0.1473595068504956
ABHD17A,0.5168438520751337,0.5934433179599452,0.07659946588481148
ABHD17B,0.7699476932685219,0.8418176431167268,0.07186994984820494
ABHD18,-0.17861240268443268,-0.19484521737259008,-0.016232814688157404
ABHD2,0.5412424371768321,0.069603389003424,-0.47163904817340807
ABHD3,-0.005790149886907514,-0.07488081789098011,-0.0690906680040726
ABHD4,-1.6070886427838804,-1.5581398496238386,0.04894879316004186
ABHD5,-0.41215541681605394,-0.3212025341463782,0.09095288266967572
ABHD6,0.40205574273832845,0.3535166043967397,-0.04853913834158874
ABI1,0.45020405471830927,0.4985575033748617,0.048353448656552445
ABI2,-0.014512150237898425,-0.12170051976200824,-0.10718836952410982
ABI3,-0.41636902916687646,-0.3807411349556986,0.035627894211177846
ABI3BP,0.025874744803832783,-0.005198441177617141,-0.031073185981449924
ABITRAM,-0.5587049820271979,-0.33273312264748434,0.22597185937971354
ABL1,0.455994458065593,0.7407919120763964,0.28479745401080336
ABL2,-0.997649245230857,-1.120857779765501,-0.12320853453464409
ABLIM1,0.5844139668722619,0.2922258956082793,-0.2921880712639826
ABLIM3,0.9569696789735289,1.2553738782379185,0.29840419926438955
ABR,0.7582645095053611,0.9528878923244104,0.19462338281904934
ABRACL,-0.5576476820164924,-0.22630789679601726,0.33133978522047514
ABRAXAS1,-0.05043927237021251,0.04267135583867443,0.09311062820888694
ABRAXAS2,0.03615736706351491,-0.12525973028207105,-0.16141709734558596
ABTB1,-0.6678565060420318,-0.7107347844765144,-0.04287827843448255
ABTB2,-0.04492663462238511,0.2693843959749813,0.3143110305973664
ACAA1,0.1339949969909746,0.44095406155133254,0.30695906456035793
ACAA2,-1.874551077252665,-2.1324925944812083,-0.2579415172285433
ACACA,0.5283278755859353,-0.019152189103900596,-0.5474800646898359
ACACB,-0.7640695851308337,-0.7060145982379193,0.05805498689291433
ACAD10,-0.36397576306316815,-0.2997191903124481,0.06425657275072005
ACAD8,-0.3335180844172516,-0.20659562027258893,0.12692246414466268
ACAD9,-0.21008419803199097,-0.14067226918470865,0.06941192884728231
ACADM,-0.32261450675280123,-0.23146383557253358,0.09115067118026765
ACADS,-0.09859799276076586,-0.11412783919124614,-0.015529846430480276
ACADSB,0.5785439059131754,0.34178501511601134,-0.23675889079716406
ACADVL,-0.49360384380279854,-0.427386967870115,0.06621687593268355
ACAP2,-0.34919884272190416,-0.5068125562278674,-0.1576137135059632
ACAP3,0.5530764533673427,0.6478660944174521,0.09478964105010945
ACAT1,0.5393534493437695,0.7176079162221445,0.17825446687837498
ACAT2,-0.6698847187082357,-0.8904412497138079,-0.22055653100557215
ACBD3,0.2572457057443245,-0.03674777520491901,-0.2939934809492435
ACBD4,0.0437642786476804,0.07418209024470634,0.030417811597025946
ACBD5,0.9683808602704485,0.7322878309091436,-0.23609302936130483
ACBD6,0.08538440744963971,0.11917775980069578,0.03379335235105607
ACBD7,0.07585479926437522,-0.04845401771164681,-0.12430881697602203
ACCS,0.045028563813819034,0.17609976595083054,0.1310712021370115
ACD,0.11961564899315569,0.4022479450319896,0.2826322960388339
ACE2,-0.22228406961241376,-0.2222835944761794,4.751362343569099e-7
ACER2,0.13844981717552685,0.21219008057954625,0.0737402634040194
ACER3,0.7223894730192573,0.5235291281414618,-0.19886034487779547
ACIN1,-0.7122001750812235,-0.6968700339916261,0.015330141089597404
ACKR3,1.1071488655621344,1.8281002009785805,0.7209513354164461
ACLY,0.17373676459509468,-0.2984860281958479,-0.4722227927909426
ACO1,-1.1271579208345273,-0.991470552078594,0.13568736875593324
ACO2,-0.10954993750246267,-0.09966549656939172,0.009884440933070948
ACOT1,-0.47154908227756565,-0.26649145131497853,0.2050576309625871
ACOT11,-0.04537974791509747,0.10245417670522272,0.1478339246203202
ACOT13,-0.561375663368862,-0.5871733821984897,-0.02579771882962767
ACOT2,-0.6720363394337507,-0.3681426678021591,0.30389367163159164
ACOT7,1.32642471174632,1.4783309152565227,0.1519062035102028
ACOT8,-0.07249207975144856,0.003174673537420958,0.07566675328886951
ACOT9,-0.3845358251634128,-0.22457794930488362,0.15995787585852916
ACOX1,-0.11379384473280929,-0.3702081015396672,-0.2564142568068579
ACOX3,-0.09117237693696367,0.015891596983074407,0.10706397392003808
ACP1,-0.2870142613070499,-0.3660332981214207,-0.07901903681437084
ACP2,-0.01671558365035608,-0.2443548253187533,-0.22763924166839722
ACP5,-1.6334607999354578,-2.2606636599400396,-0.6272028600045818
ACP6,0.4879868370865186,0.5546952268707486,0.06670838978423
ACSF2,-0.7687459128302034,-1.1727262429796674,-0.403980330149464
ACSF3,-0.14744304064454639,-0.15899882014834255,-0.01155577950379616
ACSL1,0.8426974540239893,2.1070472854528326,1.2643498314288433
ACSL3,0.3922633907585915,0.3035871399825485,-0.08867625077604302
ACSL4,-0.41551967213529295,-0.3670648611534695,0.04845481098182347
ACSL5,-1.069957382185045,-0.8907044416152825,0.1792529405697625
ACSM3,-0.35639961717649093,-0.4475240690632418,-0.09112445188675089
ACSM5,-0.12164921977085186,-0.11720032500315547,0.0044488947676963875
ACSS1,-0.5316059166553249,-0.4383683817283899,0.09323753492693498
ACSS2,-0.09284616400231016,-0.1757760284195271,-0.08292986441721695
ACSS3,-0.40712702758555075,-0.35745975605017577,0.04966727153537498
ACTA2,0.3009509764362175,0.4983929394205049,0.1974419629842874
ACTB,-0.09187102232759159,0.1021485580237318,0.19401958035132338
ACTBL2,-0.5639278761946436,-0.7019209312709442,-0.13799305507630066
ACTG1,0.12600892704796607,0.46597899878647553,0.33997007173850946
ACTG2,0.09880861446775135,0.22038751639494158,0.12157890192719023
ACTL6A,-0.2260949249533759,-0.012971128087745143,0.21312379686563077
ACTN1,-1.0909552747468059,-0.8998710787660098,0.19108419598079607
ACTN4,-0.0035962877189881226,0.18448636472179736,0.18808265244078548
ACTR10,-0.6316194141318263,-0.57623504037198,0.055384373759846284
ACTR1A,-0.1064898421016931,0.09385972220868055,0.20034956431037365
ACTR1B,0.2695734309807296,0.26414597350220426,-0.005427457478525355
ACTR2,-0.08787490660677832,0.010118203635899548,0.09799311024267787
ACTR3,-0.31394297803903903,0.008208554693633019,0.32215153273267205
ACTR3B,0.5283203295542354,0.6027052096184207,0.07438488006418531
ACTR3C,0.6628493459493807,0.4445054897604166,-0.21834385618896412
ACTR6,-0.29212121814848047,-0.3001474052021962,-0.008026187053715717
ACTRT3,-0.19389910544542843,-0.2078120431167143,-0.013912937671285874
ACVR1,0.16839874432333168,0.12693852495369562,-0.041460219369636064
ACVR1B,-0.6109687070438952,-0.6228742791180668,-0.011905572074171644
ACVR2A,-0.07778829457670433,-0.08096358852911223,-0.0031752939524078982
ACVR2B,-0.2932057193731872,-0.4565104150721613,-0.1633046956989741
ACYP1,-0.0036870286391170737,0.2194701426498451,0.22315717128896218
ACYP2,0.17188571143557851,0.18796157717334694,0.016075865737768424
ADA,-0.3606815715639975,-0.5992391285967038,-0.2385575570327063
ADAL,0.3854690565281462,0.2336995465884737,-0.15176950993967253
ADAM10,0.5939886780920531,0.05765618373155057,-0.5363324943605026
ADAM12,1.2971878278778082,1.22819554785376,-0.06899228002404811
ADAM15,0.41628883392254856,0.7587140506343459,0.3424252167117974
ADAM17,-0.3218343577393874,-0.4279683754919752,-0.1061340177525878
ADAM19,1.725772456810125,1.281826292231857,-0.44394616457826785
ADAM22,1.0561477795231298,0.3035083286666733,-0.7526394508564564
ADAM9,3.8996429062976716,3.7591775157816443,-0.14046539051602736
ADAMTS1,-0.7462675222657698,-0.48920204013692903,0.25706548212884073
ADAMTS12,-2.950085920875063,-2.916823769684447,0.03326215119061615
ADAMTS15,0.20714290621246434,-0.91250110478029,-1.1196440109927543
ADAMTS3,-1.041620346828207,-1.2533094118718378,-0.21168906504363072
ADAMTS5,0.18354389825393547,0.0703269053000497,-0.11321699295388576
ADAMTS6,0.10890966775366628,-0.0022645688837279465,-0.11117423663739423
ADAMTS7,-0.19469863896761908,-0.2281321555070921,-0.03343351653947302
ADAMTS9,0.38806109899604024,-0.050399460674137586,-0.43846055967017783
ADAMTSL1,1.1458103381795706,1.455958162129841,0.3101478239502704
ADAMTSL3,-0.11821207376633147,-0.42366466100527767,-0.3054525872389462
ADAMTSL4,-0.19783069458541824,-0.23526465548170705,-0.03743396089628881
ADAMTSL5,0.4133695035372611,0.32361750250379906,-0.08975200103346204
ADAP2,0.3506533026793228,-0.07880542534540602,-0.42945872802472884
ADAR,0.5112710381969752,0.2644602964592302,-0.24681074173774498
ADARB1,0.2344283503692104,0.04893550122991108,-0.1854928491392993
ADAT1,-0.0836446233191026,-0.16203314540985936,-0.07838852209075675
ADAT2,-0.0703231053630855,-0.03874818583917161,0.03157491952391389
ADAT3,0.06721910561894617,0.09146582572249962,0.024246720103553443
ADCK1,-0.31651459118482705,-0.2850407980389118,0.03147379314591525
ADCK2,0.8871542958928362,1.116664174208978,0.22950987831614178
ADCK5,0.34073509937592483,0.49689679437228484,0.15616169499636
ADCY3,0.5652097627365134,0.4351760363861583,-0.13003372635035504
ADCY6,-0.24620932630642756,-0.5668425098486463,-0.3206331835422187
ADCY7,0.632633764291004,0.4894054822374958,-0.14322828205350824
ADCY9,0.6138433146082498,0.576626913837508,-0.03721640077074184
ADD1,-0.09496077350954835,-0.09070296684960688,0.0042578066599414655
ADD3,-0.43316692262331635,-0.7775107154341807,-0.34434379281086436
ADGRA2,-0.48137576977124574,-0.7613330596340067,-0.2799572898627609
ADGRB2,-0.23368235660931092,-0.2471097056609608,-0.013427349051649884
ADGRB3,-0.34756139215099147,-0.5036170578272525,-0.15605566567626106
ADGRE2,0.13454766738430557,0.22349439413302363,0.08894672674871806
ADGRE5,1.6648815452621886,2.002756196516817,0.33787465125462823
ADGRF4,0.2641998069478575,0.17804549222942434,-0.08615431471843316
ADGRG1,0.7608352244863639,-0.14061126397642276,-0.9014464884627866
ADGRG2,-0.07841809664751054,0.15243327196080436,0.2308513686083149
ADGRG6,-1.5181160573928203,-2.0724606030825665,-0.5543445456897462
ADGRL1,-0.7314199430751387,-0.9131339243986432,-0.18171398132350447
ADGRL2,2.511619175896781,1.1580727126507888,-1.3535464632459924
ADH5,-0.43533208209820096,-0.4475722367509771,-0.01224015465277617
ADIPOR1,-0.304388841425844,-0.3041440227177876,2.448187080563713e-4
