HK2,O,M1A,hgnc_symbol,entrezgene_id
FALSE,FALSE,FALSE,TFAP2D,83741
FALSE,FALSE,FALSE,TFAP2E,339488
TRUE,TRUE,TRUE,TFB1M,51106
TRUE,TRUE,TRUE,TFB2M,64216
TRUE,FALSE,TRUE,TFCP2,7024
FALSE,TRUE,FALSE,TFCP2L1,29842
TRUE,TRUE,TRUE,TFDP1,7027
TRUE,TRUE,TRUE,TFDP2,7029
FALSE,FALSE,FALSE,TFDP3,51270
TRUE,TRUE,TRUE,TFE3,7030
TRUE,TRUE,TRUE,TFEB,7942
FALSE,FALSE,FALSE,TFEC,22797
FALSE,FALSE,FALSE,TFF1,7031
FALSE,FALSE,FALSE,TFF2,7032
FALSE,FALSE,FALSE,TFF3,7033
TRUE,TRUE,TRUE,TFG,10342
TRUE,TRUE,TRUE,TFIP11,24144
TRUE,TRUE,TRUE,TFPI,7035
TRUE,TRUE,TRUE,TFPI2,7980
TRUE,TRUE,TRUE,TFPT,29844
TRUE,FALSE,FALSE,TFR2,7036
TRUE,TRUE,TRUE,TFRC,7037
FALSE,FALSE,FALSE,TG,7038
TRUE,TRUE,TRUE,TGDS,23483
TRUE,TRUE,TRUE,TGFA,7039
TRUE,TRUE,TRUE,TGFB1,7040
TRUE,TRUE,TRUE,TGFB1I1,7041
TRUE,TRUE,TRUE,TGFB2,7042
TRUE,TRUE,TRUE,TGFB3,7043
TRUE,TRUE,TRUE,TGFBI,7045
TRUE,TRUE,TRUE,TGFBR1,7046
TRUE,TRUE,TRUE,TGFBR2,7048
TRUE,TRUE,FALSE,TGFBR3,7049
TRUE,FALSE,FALSE,TGFBR3L,100507588
TRUE,TRUE,TRUE,TGFBRAP1,9392
TRUE,TRUE,TRUE,TGIF1,7050
TRUE,TRUE,TRUE,TGIF2,60436
FALSE,FALSE,FALSE,TGIF2-RAB5IF,100527943
FALSE,FALSE,FALSE,TGIF2LX,90316
FALSE,FALSE,FALSE,TGIF2LY,90655
FALSE,FALSE,FALSE,TGM1,7051
TRUE,TRUE,TRUE,TGM2,7052
FALSE,FALSE,FALSE,TGM3,7053
FALSE,FALSE,FALSE,TGM4,7047
TRUE,TRUE,FALSE,TGM5,9333
FALSE,FALSE,FALSE,TGM6,343641
FALSE,FALSE,FALSE,TGM7,116179
TRUE,TRUE,TRUE,TGOLN2,10618
TRUE,TRUE,TRUE,TGS1,96764
FALSE,FALSE,FALSE,TH,7054
FALSE,FALSE,FALSE,TH2LCRR,101927761
TRUE,TRUE,TRUE,THADA,63892
TRUE,TRUE,TRUE,THAP1,55145
TRUE,TRUE,TRUE,THAP11,57215
TRUE,TRUE,TRUE,THAP2,83591
TRUE,TRUE,TRUE,THAP3,90326
TRUE,TRUE,TRUE,THAP4,51078
TRUE,TRUE,TRUE,THAP5,168451
TRUE,TRUE,TRUE,THAP6,152815
TRUE,TRUE,TRUE,THAP7,80764
TRUE,TRUE,TRUE,THAP7-AS1,439931
TRUE,TRUE,TRUE,THAP8,199745
TRUE,TRUE,TRUE,THAP9,79725
TRUE,TRUE,TRUE,THBD,7056
TRUE,TRUE,TRUE,THBS1,7057
TRUE,TRUE,FALSE,THBS2,7058
TRUE,TRUE,TRUE,THBS3,7059
FALSE,FALSE,FALSE,THBS4,7060
FALSE,FALSE,FALSE,THBS4-AS1,101929215
FALSE,FALSE,FALSE,THEG,51298
FALSE,FALSE,FALSE,THEGL,100506564
TRUE,TRUE,TRUE,THEM4,117145
TRUE,FALSE,FALSE,THEM5,284486
TRUE,TRUE,TRUE,THEM6,51337
FALSE,FALSE,FALSE,THEMIS,387357
TRUE,FALSE,TRUE,THEMIS2,9473
TRUE,TRUE,TRUE,THG1L,54974
TRUE,TRUE,TRUE,THNSL1,79896
TRUE,FALSE,FALSE,THNSL2,55258
TRUE,TRUE,TRUE,THOC1,9984
TRUE,TRUE,TRUE,THOC2,57187
TRUE,TRUE,TRUE,THOC3,84321
TRUE,TRUE,TRUE,THOC5,8563
TRUE,TRUE,TRUE,THOC6,79228
TRUE,TRUE,TRUE,THOC7,80145
FALSE,FALSE,FALSE,THOC7-AS1,100874039
TRUE,TRUE,TRUE,THOP1,7064
FALSE,FALSE,FALSE,THPO,7066
TRUE,TRUE,TRUE,THRA,7067
TRUE,TRUE,TRUE,THRAP3,9967
TRUE,TRUE,TRUE,THRB,7068
TRUE,TRUE,TRUE,THRIL,102659353
TRUE,TRUE,TRUE,THSD1,55901
TRUE,TRUE,TRUE,THSD4,79875
FALSE,FALSE,FALSE,THSD7A,221981
FALSE,FALSE,FALSE,THSD7B,80731
TRUE,TRUE,TRUE,THTPA,79178
TRUE,TRUE,TRUE,THUMPD1,55623
TRUE,TRUE,TRUE,THUMPD2,80745
TRUE,TRUE,TRUE,THUMPD3,25917
FALSE,FALSE,FALSE,THUMPD3-AS1,440944
FALSE,FALSE,FALSE,THY1,7070
TRUE,TRUE,TRUE,THYN1,29087
TRUE,TRUE,TRUE,TIA1,7072
TRUE,TRUE,TRUE,TIAL1,7073
TRUE,FALSE,FALSE,TIAM1,7074
TRUE,FALSE,FALSE,TIAM1-AS1,150051
TRUE,TRUE,TRUE,TIAM2,26230
TRUE,TRUE,TRUE,TICAM1,148022
FALSE,FALSE,FALSE,TICAM2,353376
TRUE,TRUE,TRUE,TICRR,90381
TRUE,FALSE,FALSE,TIE1,7075
TRUE,TRUE,TRUE,TIGAR,57103
FALSE,FALSE,FALSE,TIGD1,200765
TRUE,TRUE,TRUE,TIGD2,166815
FALSE,FALSE,FALSE,TIGD3,220359
FALSE,FALSE,FALSE,TIGD4,201798
TRUE,TRUE,TRUE,TIGD5,84948
TRUE,TRUE,TRUE,TIGD6,81789
FALSE,FALSE,FALSE,TIGIT,201633
TRUE,TRUE,TRUE,TIMD4,91937
TRUE,TRUE,TRUE,TIMELESS,8914
TRUE,TRUE,TRUE,TIMM10,26519
TRUE,TRUE,TRUE,TIMM10B,26515
TRUE,TRUE,TRUE,TIMM13,26517
TRUE,TRUE,TRUE,TIMM17A,10440
TRUE,TRUE,TRUE,TIMM17B,10245
TRUE,TRUE,TRUE,TIMM21,29090
TRUE,TRUE,TRUE,TIMM22,29928
TRUE,TRUE,TRUE,TIMM23B,100652748
TRUE,TRUE,TRUE,TIMM29,90580
TRUE,TRUE,TRUE,TIMM50,92609
TRUE,TRUE,TRUE,TIMM8A,1678
TRUE,TRUE,TRUE,TIMM8B,26521
TRUE,TRUE,TRUE,TIMM9,26520
TRUE,TRUE,TRUE,TIMMDC1,51300
TRUE,TRUE,TRUE,TIMP1,7076
TRUE,TRUE,TRUE,TIMP2,7077
FALSE,FALSE,FALSE,TIMP3,7078
FALSE,FALSE,FALSE,TIMP4,7079
TRUE,TRUE,TRUE,TINAG,27283
TRUE,TRUE,TRUE,TINAGL1,64129
TRUE,TRUE,TRUE,TINF2,26277
TRUE,TRUE,TRUE,TIPARP,25976
TRUE,TRUE,TRUE,TIPIN,54962
TRUE,TRUE,TRUE,TIPRL,261726
TRUE,TRUE,TRUE,TIRAP,114609
TRUE,TRUE,TRUE,TJAP1,93643
TRUE,TRUE,TRUE,TJP1,7082
TRUE,TRUE,TRUE,TJP2,9414
FALSE,FALSE,FALSE,TJP3,27134
TRUE,TRUE,TRUE,TK1,7083
TRUE,TRUE,TRUE,TK2,7084
TRUE,TRUE,TRUE,TKFC,26007
TRUE,TRUE,TRUE,TKT,7086
FALSE,FALSE,FALSE,TKTL1,8277
FALSE,FALSE,FALSE,TKTL2,84076
TRUE,TRUE,TRUE,TLCD1,116238
TRUE,TRUE,TRUE,TLCD3A,79850
FALSE,FALSE,FALSE,TLCD3B,83723
TRUE,TRUE,TRUE,TLCD4,148534
TRUE,FALSE,FALSE,TLCD4-RWDD3,100527978
TRUE,TRUE,TRUE,TLCD5,219902
TRUE,TRUE,TRUE,TLDC2,140711
TRUE,TRUE,TRUE,TLE1,7088
FALSE,FALSE,FALSE,TLE1-DT,101927502
FALSE,TRUE,FALSE,TLE2,7089
TRUE,TRUE,TRUE,TLE3,7090
TRUE,TRUE,TRUE,TLE4,7091
TRUE,TRUE,TRUE,TLE5,166
FALSE,TRUE,FALSE,TLE6,79816
FALSE,FALSE,FALSE,TLE7,102723796
TRUE,TRUE,TRUE,TLK1,9874
TRUE,TRUE,TRUE,TLK2,11011
TRUE,TRUE,TRUE,TLL1,7092
TRUE,TRUE,TRUE,TLN1,7094
TRUE,TRUE,TRUE,TLN2,83660
TRUE,TRUE,TRUE,TLNRD1,59274
TRUE,TRUE,FALSE,TLR1,7096
FALSE,FALSE,FALSE,TLR10,81793
TRUE,FALSE,TRUE,TLR2,7097
TRUE,TRUE,TRUE,TLR3,7098
TRUE,FALSE,FALSE,TLR4,7099
FALSE,TRUE,TRUE,TLR5,7100
TRUE,TRUE,TRUE,TLR6,10333
FALSE,FALSE,FALSE,TLR7,51284
FALSE,FALSE,FALSE,TLR8,51311
FALSE,FALSE,FALSE,TLR9,54106
FALSE,FALSE,FALSE,TLX1,3195
TRUE,TRUE,TRUE,TM2D2,83877
TRUE,TRUE,TRUE,TM2D3,80213
TRUE,TRUE,TRUE,TM4SF1,4071
FALSE,FALSE,FALSE,TM4SF1-AS1,100874091
TRUE,TRUE,TRUE,TM4SF18,116441
FALSE,FALSE,FALSE,TM4SF20,79853
TRUE,FALSE,FALSE,TM4SF4,7104
FALSE,FALSE,FALSE,TM4SF5,9032
TRUE,TRUE,TRUE,TM6SF1,53346
FALSE,FALSE,FALSE,TM6SF2,53345
TRUE,TRUE,TRUE,TM7SF2,7108
TRUE,TRUE,TRUE,TM7SF3,51768
TRUE,TRUE,TRUE,TM9SF1,10548
TRUE,TRUE,TRUE,TM9SF2,9375
TRUE,TRUE,TRUE,TM9SF3,56889
TRUE,TRUE,TRUE,TM9SF4,9777
TRUE,TRUE,TRUE,TMA7,51372
TRUE,TRUE,TRUE,TMBIM1,64114
TRUE,TRUE,TRUE,TMBIM4,51643
TRUE,TRUE,TRUE,TMBIM6,7009
FALSE,FALSE,FALSE,TMBIM7P,105375396
FALSE,FALSE,FALSE,TMC1,117531
FALSE,FALSE,FALSE,TMC2,117532
FALSE,FALSE,FALSE,TMC3,342125
FALSE,FALSE,FALSE,TMC5,79838
TRUE,TRUE,FALSE,TMC6,11322
TRUE,TRUE,FALSE,TMC7,79905
TRUE,FALSE,FALSE,TMC8,147138
TRUE,TRUE,TRUE,TMCC1,23023
FALSE,FALSE,FALSE,TMCC1-DT,100507032
TRUE,TRUE,TRUE,TMCC2,9911
TRUE,TRUE,TRUE,TMCC3,57458
TRUE,TRUE,TRUE,TMCO1,54499
FALSE,FALSE,FALSE,TMCO2,127391
TRUE,TRUE,TRUE,TMCO3,55002
TRUE,TRUE,TRUE,TMCO4,255104
FALSE,FALSE,FALSE,TMCO5A,145942
TRUE,TRUE,TRUE,TMCO6,55374
TRUE,TRUE,TRUE,TMED1,11018
FALSE,FALSE,FALSE,TMED11P,100379220
TRUE,TRUE,TRUE,TMED2,10959
TRUE,TRUE,TRUE,TMED3,23423
TRUE,TRUE,TRUE,TMED4,222068
TRUE,TRUE,TRUE,TMED5,50999
FALSE,TRUE,FALSE,TMED6,146456
TRUE,TRUE,TRUE,TMED7,51014
FALSE,FALSE,FALSE,TMED7-TICAM2,100302736
TRUE,TRUE,TRUE,TMED8,283578
TRUE,TRUE,TRUE,TMED9,54732
FALSE,FALSE,FALSE,TMEFF2,23671
FALSE,FALSE,FALSE,TMEM100,55273
TRUE,TRUE,TRUE,TMEM101,84336
TRUE,TRUE,TRUE,TMEM102,284114
TRUE,TRUE,TRUE,TMEM104,54868
TRUE,TRUE,TRUE,TMEM106A,113277
TRUE,TRUE,TRUE,TMEM106B,54664
TRUE,TRUE,TRUE,TMEM106C,79022
TRUE,TRUE,TRUE,TMEM107,84314
TRUE,FALSE,FALSE,TMEM108,66000
TRUE,TRUE,TRUE,TMEM109,79073
TRUE,TRUE,TRUE,TMEM11,8834
FALSE,FALSE,FALSE,TMEM114,283953
TRUE,TRUE,TRUE,TMEM116,89894
TRUE,TRUE,TRUE,TMEM117,84216
FALSE,FALSE,FALSE,TMEM119,338773
TRUE,TRUE,TRUE,TMEM120A,83862
TRUE,TRUE,TRUE,TMEM120B,144404
TRUE,FALSE,FALSE,TMEM121B,27439
FALSE,FALSE,FALSE,TMEM125,128218
TRUE,TRUE,TRUE,TMEM126A,84233
TRUE,TRUE,TRUE,TMEM126B,55863
TRUE,TRUE,TRUE,TMEM127,55654
TRUE,TRUE,TRUE,TMEM128,85013
TRUE,TRUE,TRUE,TMEM129,92305
TRUE,FALSE,FALSE,TMEM130,222865
TRUE,TRUE,TRUE,TMEM131,23505
TRUE,TRUE,TRUE,TMEM131L,23240
TRUE,TRUE,TRUE,TMEM132A,54972
FALSE,FALSE,FALSE,TMEM132B,114795
FALSE,FALSE,FALSE,TMEM132C,92293
FALSE,FALSE,FALSE,TMEM132D-AS2,101927735
FALSE,FALSE,FALSE,TMEM132E,124842
TRUE,TRUE,TRUE,TMEM134,80194
TRUE,TRUE,TRUE,TMEM135,65084
TRUE,TRUE,TRUE,TMEM138,51524
TRUE,FALSE,FALSE,TMEM139,135932
TRUE,TRUE,TRUE,TMEM140,55281
TRUE,TRUE,TRUE,TMEM143,55260
TRUE,TRUE,TRUE,TMEM144,55314
FALSE,TRUE,FALSE,TMEM145,284339
TRUE,TRUE,TRUE,TMEM147,10430
FALSE,TRUE,TRUE,TMEM147-AS1,100506469
TRUE,TRUE,TRUE,TMEM14A,28978
TRUE,TRUE,TRUE,TMEM14B,81853
TRUE,TRUE,TRUE,TMEM14C,51522
FALSE,FALSE,FALSE,TMEM14EP,645843
TRUE,TRUE,TRUE,TMEM150A,129303
FALSE,FALSE,FALSE,TMEM150B,284417
TRUE,FALSE,FALSE,TMEM150C,441027
FALSE,FALSE,FALSE,TMEM151B,441151
FALSE,FALSE,FALSE,TMEM156,80008
FALSE,TRUE,TRUE,TMEM158,25907
TRUE,TRUE,TRUE,TMEM161A,54929
TRUE,TRUE,TRUE,TMEM161B,153396
TRUE,FALSE,TRUE,TMEM161B-DT,100505894
FALSE,TRUE,TRUE,TMEM163,81615
TRUE,TRUE,TRUE,TMEM164,84187
TRUE,TRUE,TRUE,TMEM165,55858
TRUE,TRUE,TRUE,TMEM167A,153339
TRUE,TRUE,TRUE,TMEM167B,56900
TRUE,TRUE,TRUE,TMEM168,64418
TRUE,TRUE,TRUE,TMEM169,92691
TRUE,TRUE,TRUE,TMEM17,200728
TRUE,TRUE,TRUE,TMEM170A,124491
TRUE,TRUE,TRUE,TMEM170B,100113407
TRUE,FALSE,FALSE,TMEM171,134285
TRUE,TRUE,TRUE,TMEM175,84286
FALSE,FALSE,FALSE,TMEM176A,55365
FALSE,FALSE,FALSE,TMEM176B,28959
TRUE,TRUE,TRUE,TMEM177,80775
FALSE,FALSE,FALSE,TMEM178A,130733
TRUE,TRUE,TRUE,TMEM178B,100507421
FALSE,FALSE,FALSE,TMEM179,388021
TRUE,TRUE,TRUE,TMEM179B,374395
TRUE,TRUE,TRUE,TMEM18,129787
TRUE,TRUE,TRUE,TMEM181,57583
TRUE,TRUE,TRUE,TMEM182,130827
TRUE,TRUE,TRUE,TMEM183A,92703
TRUE,TRUE,TRUE,TMEM184B,25829
TRUE,TRUE,TRUE,TMEM184C,55751
TRUE,TRUE,TRUE,TMEM185A,84548
TRUE,TRUE,TRUE,TMEM185B,79134
TRUE,TRUE,TRUE,TMEM187,8269
TRUE,TRUE,TRUE,TMEM19,55266
FALSE,FALSE,FALSE,TMEM190,147744
FALSE,TRUE,TRUE,TMEM191A,84222
FALSE,FALSE,TRUE,TMEM191B,728229
FALSE,FALSE,FALSE,TMEM191C,645426
TRUE,TRUE,TRUE,TMEM192,201931
FALSE,FALSE,FALSE,TMEM196,256130
TRUE,TRUE,TRUE,TMEM198,130612
TRUE,TRUE,TRUE,TMEM198B,440104
TRUE,TRUE,TRUE,TMEM199,147007
FALSE,FALSE,FALSE,TMEM200A,114801
TRUE,TRUE,TRUE,TMEM200B,399474
FALSE,FALSE,FALSE,TMEM200C,645369
TRUE,TRUE,TRUE,TMEM201,199953
FALSE,FALSE,FALSE,TMEM202,338949
TRUE,TRUE,TRUE,TMEM203,94107
FALSE,FALSE,FALSE,TMEM204,79652
TRUE,TRUE,TRUE,TMEM205,374882
FALSE,FALSE,FALSE,TMEM207,131920
TRUE,TRUE,TRUE,TMEM208,29100
TRUE,TRUE,TRUE,TMEM209,84928
FALSE,FALSE,FALSE,TMEM210,100505993
FALSE,FALSE,FALSE,TMEM211,255349
FALSE,FALSE,FALSE,TMEM212,389177
FALSE,FALSE,FALSE,TMEM213,155006
TRUE,TRUE,TRUE,TMEM214,54867
TRUE,FALSE,TRUE,TMEM216,51259
TRUE,TRUE,TRUE,TMEM217,221468
TRUE,TRUE,TRUE,TMEM218,219854
TRUE,TRUE,TRUE,TMEM219,124446
FALSE,FALSE,FALSE,TMEM220,388335
FALSE,FALSE,FALSE,TMEM220-AS1,101101775
FALSE,FALSE,FALSE,TMEM221,100130519
TRUE,TRUE,TRUE,TMEM222,84065
TRUE,TRUE,TRUE,TMEM223,79064
FALSE,FALSE,FALSE,TMEM225,338661
FALSE,FALSE,FALSE,TMEM225B,100289187
FALSE,FALSE,FALSE,TMEM229A,730130
FALSE,FALSE,FALSE,TMEM229B,161145
TRUE,TRUE,TRUE,TMEM230,29058
TRUE,TRUE,TRUE,TMEM231,79583
FALSE,FALSE,FALSE,TMEM232,642987
TRUE,TRUE,TRUE,TMEM234,56063
FALSE,FALSE,FALSE,TMEM235,283999
FALSE,FALSE,FALSE,TMEM236,653567
TRUE,TRUE,TRUE,TMEM237,65062
FALSE,FALSE,FALSE,TMEM238,388564
FALSE,FALSE,FALSE,TMEM238L,100289255
FALSE,FALSE,FALSE,TMEM239,100288797
FALSE,FALSE,FALSE,TMEM240,339453
TRUE,TRUE,TRUE,TMEM241,85019
TRUE,TRUE,TRUE,TMEM242,729515
TRUE,TRUE,TRUE,TMEM243,79161
FALSE,FALSE,FALSE,TMEM244,253582
TRUE,TRUE,TRUE,TMEM245,23731
FALSE,FALSE,FALSE,TMEM247,388946
TRUE,TRUE,TRUE,TMEM248,55069
FALSE,TRUE,TRUE,TMEM249,340393
TRUE,FALSE,FALSE,TMEM25,84866
TRUE,TRUE,TRUE,TMEM250,90120
TRUE,TRUE,TRUE,TMEM251,26175
FALSE,FALSE,FALSE,TMEM252,169693
FALSE,FALSE,FALSE,TMEM253,643382
TRUE,TRUE,TRUE,TMEM254,80195
TRUE,FALSE,FALSE,TMEM255A,55026
TRUE,FALSE,FALSE,TMEM255B,348013
TRUE,TRUE,TRUE,TMEM256,254863
TRUE,TRUE,TRUE,TMEM258,746
TRUE,TRUE,TRUE,TMEM259,91304
FALSE,FALSE,FALSE,TMEM26,219623
TRUE,TRUE,TRUE,TMEM260,54916
FALSE,FALSE,FALSE,TMEM262,100130348
TRUE,TRUE,TRUE,TMEM263,90488
TRUE,TRUE,TRUE,TMEM265,100862671
FALSE,FALSE,FALSE,TMEM266,123591
TRUE,TRUE,TRUE,TMEM267,64417
TRUE,TRUE,TRUE,TMEM268,203197
FALSE,FALSE,FALSE,TMEM269,100129924
FALSE,FALSE,FALSE,TMEM272,283521
TRUE,TRUE,TRUE,TMEM273,170371
TRUE,TRUE,TRUE,TMEM30A,55754
FALSE,FALSE,FALSE,TMEM30B,161291
FALSE,FALSE,FALSE,TMEM30CP,644444
FALSE,FALSE,FALSE,TMEM31,203562
TRUE,TRUE,TRUE,TMEM33,55161
FALSE,FALSE,FALSE,TMEM35A,59353
TRUE,TRUE,FALSE,TMEM37,140738
TRUE,FALSE,FALSE,TMEM38A,79041
TRUE,TRUE,TRUE,TMEM39A,55254
TRUE,TRUE,TRUE,TMEM39B,55116
FALSE,FALSE,FALSE,TMEM40,55287
TRUE,TRUE,TRUE,TMEM41B,440026
TRUE,TRUE,TRUE,TMEM42,131616
TRUE,TRUE,TRUE,TMEM43,79188
TRUE,TRUE,TRUE,TMEM44,93109
TRUE,TRUE,TRUE,TMEM45A,55076
FALSE,FALSE,FALSE,TMEM45B,120224
TRUE,TRUE,TRUE,TMEM47,83604
TRUE,TRUE,TRUE,TMEM50A,23585
TRUE,TRUE,TRUE,TMEM50B,757
TRUE,TRUE,TRUE,TMEM51,55092
FALSE,FALSE,FALSE,TMEM51-AS1,200197
FALSE,FALSE,FALSE,TMEM51-AS2,727684
FALSE,FALSE,FALSE,TMEM52B,120939
TRUE,TRUE,TRUE,TMEM53,79639
TRUE,TRUE,TRUE,TMEM54,113452
TRUE,TRUE,TRUE,TMEM59,9528
TRUE,FALSE,FALSE,TMEM59L,25789
TRUE,TRUE,TRUE,TMEM60,85025
FALSE,FALSE,FALSE,TMEM61,199964
TRUE,TRUE,TRUE,TMEM62,80021
TRUE,TRUE,TRUE,TMEM63A,9725
TRUE,TRUE,TRUE,TMEM63B,55362
TRUE,TRUE,TRUE,TMEM64,169200
TRUE,TRUE,TRUE,TMEM67,91147
TRUE,TRUE,TRUE,TMEM68,137695
TRUE,TRUE,TRUE,TMEM69,51249
TRUE,TRUE,TRUE,TMEM70,54968
FALSE,FALSE,FALSE,TMEM71,137835
FALSE,FALSE,FALSE,TMEM72,643236
FALSE,FALSE,FALSE,TMEM72-AS1,220980
TRUE,FALSE,FALSE,TMEM74B,55321
TRUE,TRUE,TRUE,TMEM80,283232
TRUE,TRUE,TRUE,TMEM81,388730
TRUE,FALSE,FALSE,TMEM86A,144110
TRUE,TRUE,TRUE,TMEM86B,255043
TRUE,TRUE,TRUE,TMEM87A,25963
TRUE,TRUE,TRUE,TMEM87B,84910
FALSE,FALSE,FALSE,TMEM88,92162
FALSE,FALSE,FALSE,TMEM89,440955
TRUE,TRUE,TRUE,TMEM8B,51754
TRUE,TRUE,TRUE,TMEM9,252839
FALSE,TRUE,FALSE,TMEM91,641649
TRUE,TRUE,TRUE,TMEM92,162461
TRUE,TRUE,TRUE,TMEM94,9772
FALSE,FALSE,FALSE,TMEM95,339168
TRUE,TRUE,TRUE,TMEM97,27346
TRUE,TRUE,FALSE,TMEM98,26022
TRUE,TRUE,TRUE,TMEM9B,56674
FALSE,FALSE,FALSE,TMEM9B-AS1,493900
TRUE,FALSE,FALSE,TMIE,259236
FALSE,FALSE,FALSE,TMIGD1,388364
FALSE,FALSE,FALSE,TMIGD2,126259
FALSE,FALSE,FALSE,TMIGD3,57413
TRUE,TRUE,TRUE,TMLHE,55217
TRUE,TRUE,TRUE,TMOD2,29767
TRUE,TRUE,TRUE,TMOD3,29766
FALSE,FALSE,FALSE,TMOD4,29765
TRUE,TRUE,TRUE,TMPO,7112
TRUE,TRUE,TRUE,TMPO-AS1,100128191
TRUE,TRUE,TRUE,TMPPE,643853
FALSE,FALSE,FALSE,TMPRSS11A,339967
FALSE,FALSE,FALSE,TMPRSS11B,132724
FALSE,FALSE,FALSE,TMPRSS11D,9407
FALSE,FALSE,FALSE,TMPRSS11E,28983
FALSE,FALSE,FALSE,TMPRSS11F,389208
FALSE,FALSE,FALSE,TMPRSS13,84000
FALSE,FALSE,FALSE,TMPRSS15,5651
FALSE,FALSE,FALSE,TMPRSS2,7113
FALSE,FALSE,FALSE,TMPRSS3,64699
FALSE,FALSE,FALSE,TMPRSS4,56649
FALSE,FALSE,FALSE,TMPRSS5,80975
FALSE,FALSE,FALSE,TMPRSS6,164656
FALSE,FALSE,FALSE,TMPRSS7,344805
FALSE,FALSE,FALSE,TMPRSS9,360200
TRUE,TRUE,TRUE,TMSB10,9168
TRUE,TRUE,TRUE,TMSB15B,286527
FALSE,FALSE,FALSE,TMTC1,83857
TRUE,TRUE,TRUE,TMTC2,160335
TRUE,TRUE,TRUE,TMTC3,160418
TRUE,TRUE,TRUE,TMTC4,84899
TRUE,TRUE,TRUE,TMUB1,83590
TRUE,TRUE,TRUE,TMUB2,79089
TRUE,TRUE,TRUE,TMX3,54495
TRUE,TRUE,TRUE,TNC,3371
FALSE,FALSE,FALSE,TNF,7124
TRUE,TRUE,TRUE,TNFAIP1,7126
TRUE,TRUE,TRUE,TNFAIP2,7127
TRUE,TRUE,TRUE,TNFAIP3,7128
TRUE,TRUE,TRUE,TNFAIP6,7130
TRUE,TRUE,TRUE,TNFAIP8,25816
TRUE,TRUE,TRUE,TNFAIP8L1,126282
FALSE,FALSE,FALSE,TNFAIP8L2,79626
FALSE,FALSE,FALSE,TNFAIP8L3,388121
TRUE,TRUE,TRUE,TNFRSF10A,8797
TRUE,TRUE,TRUE,TNFRSF10A-DT,389641
TRUE,TRUE,TRUE,TNFRSF10B,8795
FALSE,FALSE,FALSE,TNFRSF10C,8794
TRUE,TRUE,TRUE,TNFRSF11A,8792
FALSE,TRUE,TRUE,TNFRSF11B,4982
TRUE,TRUE,TRUE,TNFRSF12A,51330
FALSE,FALSE,FALSE,TNFRSF13B,23495
FALSE,FALSE,FALSE,TNFRSF13C,115650
TRUE,TRUE,TRUE,TNFRSF14,8764
FALSE,FALSE,FALSE,TNFRSF17,608
TRUE,FALSE,FALSE,TNFRSF18,8784
TRUE,TRUE,TRUE,TNFRSF19,55504
TRUE,TRUE,TRUE,TNFRSF1A,7132
TRUE,FALSE,FALSE,TNFRSF1B,7133
TRUE,TRUE,TRUE,TNFRSF25,8718
FALSE,FALSE,FALSE,TNFRSF4,7293
FALSE,FALSE,FALSE,TNFRSF6B,8771
TRUE,FALSE,FALSE,TNFRSF8,943
TRUE,TRUE,TRUE,TNFRSF9,3604
TRUE,TRUE,TRUE,TNFSF10,8743
FALSE,FALSE,FALSE,TNFSF11,8600
FALSE,TRUE,FALSE,TNFSF12,8742
FALSE,FALSE,FALSE,TNFSF12-TNFSF13,407977
TRUE,TRUE,FALSE,TNFSF13,8741
FALSE,FALSE,FALSE,TNFSF13B,10673
FALSE,FALSE,FALSE,TNFSF14,8740
FALSE,FALSE,FALSE,TNFSF15,9966
FALSE,FALSE,FALSE,TNFSF18,8995
FALSE,FALSE,FALSE,TNFSF4,7292
FALSE,FALSE,FALSE,TNFSF8,944
TRUE,TRUE,TRUE,TNFSF9,8744
TRUE,TRUE,TRUE,TNIK,23043
TRUE,TRUE,TRUE,TNIP1,10318
TRUE,TRUE,TRUE,TNIP2,79155
FALSE,FALSE,FALSE,TNIP3,79931
TRUE,TRUE,FALSE,TNK1,8711
TRUE,TRUE,TRUE,TNK2,10188
TRUE,TRUE,TRUE,TNKS,8658
TRUE,TRUE,TRUE,TNKS1BP1,85456
TRUE,TRUE,TRUE,TNKS2,80351
FALSE,FALSE,FALSE,TNKS2-DT,100507633
FALSE,FALSE,FALSE,TNMD,64102
FALSE,FALSE,FALSE,TNN,63923
TRUE,FALSE,FALSE,TNNC1,7134
FALSE,FALSE,FALSE,TNNC2,7125
TRUE,FALSE,FALSE,TNNI1,7135
FALSE,FALSE,FALSE,TNNI2,7136
FALSE,FALSE,FALSE,TNNI3,7137
FALSE,FALSE,FALSE,TNNI3K,51086
TRUE,TRUE,TRUE,TNNT1,7138
FALSE,FALSE,FALSE,TNNT2,7139
FALSE,FALSE,FALSE,TNNT3,7140
FALSE,FALSE,FALSE,TNP1,7141
FALSE,FALSE,FALSE,TNP2,7142
TRUE,TRUE,TRUE,TNPO1,3842
TRUE,TRUE,TRUE,TNPO2,30000
TRUE,TRUE,TRUE,TNPO3,23534
FALSE,FALSE,FALSE,TNR,7143
TRUE,TRUE,TRUE,TNRC18,84629
TRUE,TRUE,TRUE,TNRC6A,27327
TRUE,TRUE,TRUE,TNRC6B,23112
TRUE,TRUE,TRUE,TNRC6C,57690
TRUE,TRUE,TRUE,TNS1,7145
TRUE,TRUE,TRUE,TNS2,23371
TRUE,TRUE,TRUE,TNS3,64759
