KEGG,OvHK2,M1AvHK2,M2AvHK2,M1AvO
cpd:C00197,0.9804096262725764,10.463039943203956,7.818227842572185,9.482630316931377
cpd:C01035_x,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035_l,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035_e,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035_c,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035_m,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035_n,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C01035_r,-4.102552586523468,-4.724135848498783,-3.789893716376879,-0.6215832619753141
cpd:C03672_m,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672_c,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672_l,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672_n,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672_x,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672_r,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C03672_e,-22.533048497872784,-21.71462004235347,-19.135847072620734,0.8184284555193156
cpd:C00430_r,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430_l,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430_x,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430_e,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430_n,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430_m,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00430_c,-4.8757026730423645,-2.633935575484775,-0.78636237493586425,2.2417670975575894
cpd:C00431_r,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431_x,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431_m,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431_n,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431_e,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431_c,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00431_l,14.212803176189174,11.804158495615033,10.09923412923762,-2.4086446805741417
cpd:C00170_r,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170_e,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170_l,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170_c,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170_m,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170_n,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170_x,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00170,-3.0763802245339593,-3.502787901441005,-3.3526832016159247,-0.4264076769070452
cpd:C00345_r,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345_c,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345_x,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345_e,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345_n,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345_l,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00345_m,-2.534125038599788,-1.3858139164389456,-0.4533980257326628,1.1483111221608424
cpd:C00024_e,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024_x,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024_r,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024_m,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024_n,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024_c,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C00024_l,2.7071376243054264,-0.029551273534834964,3.3685727060433783,-2.7366888978402613
cpd:C02571_x,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571_m,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571_r,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571_c,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571_n,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571_e,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C02571_l,4.579847059638648,1.0033180332391414,1.0900679434078255,-3.5765290263995064
cpd:C01996_r,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996_x,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996_l,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996_e,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996_m,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996_c,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C01996_n,1.4528426768110385,-11.139828458099943,-14.77341862148246,-12.59267113491098
cpd:C00212_r,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212_n,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212_c,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212_e,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212_m,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212_x,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212_l,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00212,0.9718899759439723,-1.1568113163084461,1.2137494993156033,-2.128701292252418
cpd:C00008_x,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008_m,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008_c,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008_n,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008_l,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008_e,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00008_r,-1.655881312410237,-2.137024387400903,2.436495668259575,-0.4811430749906661
cpd:C00301_l,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301_x,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301_r,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301_m,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301_n,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301_e,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C00301_c,0.11487637381643868,3.036411393448829,2.9228670572567066,2.92153501963239
cpd:C04677_x,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677_l,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677_r,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677_c,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677_n,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677_m,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C04677_e,11.292048682688504,11.537047696134593,5.669517990744207,0.346480927583486
cpd:C00041,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_l,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_r,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_e,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_n,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_m,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_c,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00041_x,-39.854478504129865,-37.10138267240853,-38.136278858011686,2.7530958317213265
cpd:C00020_r,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020_c,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020_m,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020_x,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020_e,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020_n,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00020_l,3.6745460376601096,4.599425874001797,9.441759489481319,0.9248798363416877
cpd:C00062_x,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062_m,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062_l,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062_n,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062_e,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062_c,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062_r,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C00062,1.9839253820751015,4.1650310194513045,3.6069363230879947,2.1811056373762026
cpd:C03406_n,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406_m,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406_x,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406_c,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406_e,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406_l,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C03406_r,-15.155533447513765,-1.2986109957529954,-4.538493157350999,13.856922451760768
cpd:C00152_e,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152_l,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152_m,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152_r,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152_x,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152_n,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00152_c,-50.92808813600531,-42.07121675344257,-39.122741487614476,8.856871382562728
cpd:C00049,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_m,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_e,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_c,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_r,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_x,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_n,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00049_l,6.899104151745853,14.78984076837045,17.879226829403496,7.890736616624596
cpd:C00002_r,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002_n,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002_x,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002_e,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002_c,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002_l,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002_m,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00002,-1.376769263996149,-2.2867051042156277,1.0619461684653735,-0.9099358402194789
cpd:C00099_n,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099_m,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099_x,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099_l,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099_r,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099_c,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C00099_e,-26.393689136762365,-26.124719015389985,-23.306683177724665,0.2689701213723793
cpd:C20775_r,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775_n,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775_c,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775_x,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775_l,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775_e,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C20775_m,-12.717444697498708,-6.297321494218945,-1.682440689027883,6.420123203279763
cpd:C00719_n,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719_x,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719_r,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719_m,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719_c,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719_e,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C00719_l,-11.746945435898827,-16.92305939610543,-18.269030454648835,-5.176113960206604
cpd:C02862_r,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862_m,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862_c,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862_x,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862_l,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862_e,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C02862_n,-5.809262302585479,-7.164294744402886,-14.96750863083403,-1.3550324418174065
cpd:C00575,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_m,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_x,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_l,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_n,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_r,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_e,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C00575_c,1.3098724250770337,-4.797543946965297,-0.1716873128315071,-6.10741637204233
cpd:C02290_m,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290_c,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290_r,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290_e,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290_l,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290_x,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290_n,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C02290,10.207743511994602,11.936739459370413,7.412181745709647,1.7289959473758094
cpd:C00487_e,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487_n,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487_c,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487_r,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487_m,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487_x,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00487_l,17.59334904983191,9.76707913850353,6.949796371838673,-7.82626991132838
cpd:C00386,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_r,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_l,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_e,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_c,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_m,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_n,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00386_x,-1.3366193089090794,1.6882992959413317,1.4417007189197892,3.024918604850411
cpd:C00112,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_m,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_x,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_n,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_r,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_c,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_e,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00112_l,0.5879160185278359,0.4506655937563842,1.0913984168362856,-0.1372504247714518
cpd:C00570_m,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570_n,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570_l,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570_c,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570_x,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570_r,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00570_e,-32.83976709728192,-22.241387744412265,-10.73756458038114,10.598379352869653
cpd:C00114_l,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114_x,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114_m,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114_c,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114_r,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114_e,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00114_n,-11.860359429804817,-1.7241210706179273,2.7748775630201044,10.136238359186889
cpd:C00417_x,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417_n,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417_l,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417_c,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417_e,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417_m,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00417_r,11.213835596128911,10.350067603573489,10.422943731499423,-0.8637679925554218
cpd:C00307_c,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307_x,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307_e,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307_r,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307_n,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307_l,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00307_m,-47.028937324657605,-30.15563271415529,-14.490353360483047,16.873304610502316
cpd:C00158,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_n,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_r,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_x,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_m,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_c,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_e,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00158_l,9.576077451072392,10.871126104499668,9.36134106673109,1.2950486534272767
cpd:C00327,-14.478859279520277,-10.405412333789554,-9.02580019259562,4.0734469457307245
cpd:C00327_n,-14.478859279520277,-10.405412333789554,-9.02580019259562,4.0734469457307245
cpd:C00327_l,-14.478859279520277,-10.405412333789554,-9.02580019259562,4.0734469457307245
cpd:C00327_c,-14.478859279520277,-10.405412333789554,-9.02580019259562,4.0734469457307245
