ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ASS1,1.8556320411748892,12.714716339606568,7.566702268833525,1.7763024206977478e-13,2.3894820163226104e-9,19.87925297135459
CDA,1.8476565003479397,9.135601437400098,6.867730923359293,2.134477326872758e-11,1.435649450054617e-7,15.34298021404416
ABCD1,0.8678099172664879,10.600975414858786,6.406115857555917,3.360581665497187e-10,1.5068848188089386e-6,12.773134023923845
ZADH2,-0.6539833213113049,10.97776822301498,-6.066716021529315,2.524695812347017e-9,7.03496749990601e-6,10.88129998047522
AP1M1,0.6085764747943845,12.023797507743112,6.060674713362286,2.614840729968038e-9,7.03496749990601e-6,10.848425675188714
MFSD6,-0.8888041044039952,11.083579982178684,-6.003191974821231,3.6458089129068373e-9,8.173903582737129e-6,10.53704242879678
PEMT,0.8608337458088702,9.753642293331453,5.943437632028458,5.165646582811581e-9,9.926896833140198e-6,10.210831131533922
BICRAL,-0.7723261122759126,10.81149137826149,-5.855023320534932,8.484962653267254e-9,1.2604033666667276e-5,9.746274688332552
RASL10B,1.6864140683824624,8.235524592548009,6.056281605197379,6.1460429457165764e-9,1.0334571213222423e-5,9.65882287710387
GALK1,0.9648179479199683,10.159222416988353,5.838755993126229,9.36963549410294e-9,1.2604033666667276e-5,9.653670020457582
FAM207A,0.7869078460478605,9.156336650985722,5.805798402758825,1.1309281641173637e-8,1.3830223330642526e-5,9.477710498108848
SLC22A18AS,1.304006246416149,8.218817041472931,5.912918335445204,1.2999510427774751e-8,1.4572451189535496e-5,9.145837467763053
B4GALT7,0.8039656910851374,10.909178871076103,5.577612794021907,3.936224812035069e-8,3.927945346451258e-5,8.312223600033924
ITGA2,-1.1527953469432042,11.25833700933801,-5.5707949671492845,4.0879597718047584e-8,3.927945346451258e-5,8.276968878857012
CCP110,-0.650790814874032,10.13632706566223,-5.52321916898761,5.284138377340181e-8,4.676848439420699e-5,8.037449757733187
GSDMD,0.8141031759991577,12.162224967775188,5.513495696544619,5.562710008231578e-8,4.676848439420699e-5,7.98949212583419
MRPL17,0.66537116132017,11.576146527841063,5.485273446276157,6.470595434337457e-8,4.994238529429234e-5,7.848482214934854
C20orf194,-0.6297566392343796,11.189148229523944,-5.479235457998782,6.682745579075691e-8,4.994238529429234e-5,7.818397158955542
TBC1D4,-0.9303848863652746,11.446089336125166,-5.449479222744627,7.830944326455092e-8,5.4605251032913244e-5,7.670561878426839
AKT3,-0.9655733064377774,12.04508594283082,-5.442691655057118,8.118532713784306e-8,5.4605251032913244e-5,7.636939803979289
ERI3,0.6521777365775367,11.452570738629554,5.426444953784967,8.84918614259271e-8,5.6685358090551017e-5,7.556613154812349
AGPAT2,0.9327483682513584,11.243700568726375,5.391193324322452,1.0660749597089643e-7,6.49178929875965e-5,7.383056327442014
HOOK1,-1.07630162146922,11.824228463223593,-5.371544944933476,1.1868000795981204e-7,6.49178929875965e-5,7.283343792573444
WDR45,0.5715008274229127,11.353040325237247,5.364431461703054,1.2271528086903675e-7,6.49178929875965e-5,7.251969579657133
,0.7908795833406961,8.04585077092792,5.381614565048216,1.273277145875028e-7,6.49178929875965e-5,7.180313533347067
LRCH1,-0.6574035347773055,11.389114909746453,-5.345762413381558,1.3532535160471882e-7,6.49178929875965e-5,7.16086752682357
PSMC3,0.5105424323001042,12.516489160375349,5.334130990839241,1.4380810120422484e-7,6.49178929875965e-5,7.104251082729278
CDK2AP2,1.057702561424346,12.11657684957228,5.3333026650924715,1.4443148610001984e-7,6.49178929875965e-5,7.100223364894856
MEF2A,-0.6319280569070571,12.484830963388022,-5.33133426782057,1.4592340460495843e-7,6.49178929875965e-5,7.0906543086560605
TYRO3,0.9794557157998973,8.854746226595195,5.334044287672753,1.4877524274313532e-7,6.49178929875965e-5,7.049689082144739
CLTB,0.7188676687487163,11.50708666027145,5.322579058618532,1.528569632003809e-7,6.49178929875965e-5,7.047470541136038
ZNF511,0.7213015789458925,9.462270343082695,5.317878415364257,1.5700130311966887e-7,6.49178929875965e-5,7.022680645447936
KDM7A-DT,0.8960870890249364,8.328014945543496,5.327236382837465,1.6425220926864994e-7,6.49178929875965e-5,6.960580829960106
NME4,0.9914929911782995,11.997006153771974,5.3032529353109705,1.6890620387792724e-7,6.49178929875965e-5,6.954484444881715
ADGRG5,1.5470146026071472,8.82426064355589,5.329826045933724,1.6847295104978006e-7,6.49178929875965e-5,6.880468716752763
LIMCH1,-0.9876782651805875,12.175080065305195,-5.270900500782449,1.9989125443013124e-7,7.469269873872572e-5,6.797773646793909
OCEL1,0.7850432238430702,10.212516196506044,5.260559955183951,2.1131707070281487e-7,7.682803338092609e-5,6.746168679257773
TMEM214,0.5686054193933803,12.782741299142286,5.2416941452132955,2.3222599765999748e-7,7.709314714513627e-5,6.658226578040282
RRBP1,0.7229278389983094,13.890266155717457,5.23396233146531,2.416470503980555e-7,7.709314714513627e-5,6.6212351795559625
FBXO11,-0.6662462570087246,10.56979200782108,-5.227525180876489,2.497721255639122e-7,7.709314714513627e-5,6.590475148999684
ZC3H3,0.6906824203429771,10.403125758949782,5.225850310430182,2.5210568712603434e-7,7.709314714513627e-5,6.581868094366646
PTPRB,-1.5275198217164654,12.789694214258919,-5.220070228891384,2.5969390025234184e-7,7.709314714513627e-5,6.5542918244656105
NINJ1,0.7244714235345793,12.192741203773796,5.219565634410898,2.601852800607122e-7,7.709314714513627e-5,6.552487205507936
SCYL1,0.41514811891120296,12.306952690740134,5.214302616992391,2.673003470668488e-7,7.709314714513627e-5,6.527397270553457
DDX41,0.7047187248018449,12.623612472984266,5.213523696353791,2.6836925147993585e-7,7.709314714513627e-5,6.523685915213679
FNDC3A,-0.6490031382641153,12.422276302716007,-5.210387421029684,2.727151795223273e-7,7.709314714513627e-5,6.508747402682526
INTS2,-0.5532525019527679,9.95813449091935,-5.204876489350047,2.805173371026085e-7,7.709314714513627e-5,6.482517591158834
RBL2,-0.6290876517821768,12.314079585847592,-5.197540514977338,2.912394411973215e-7,7.709314714513627e-5,6.447639924210622
PARD3B,-0.7961281297490146,10.008826382958262,-5.197684148686481,2.9142626911287686e-7,7.709314714513627e-5,6.44573705539667
DENND11,-1.0072602683480945,12.286108953367798,-5.196842556963011,2.922799958669306e-7,7.709314714513627e-5,6.444323897155667
HDHD2,-0.5621435509924133,10.536554176891235,-5.184310814904777,3.1158732758291584e-7,7.911101783247852e-5,6.3848530501706096
PSMB4,0.5703774697592348,13.291136632381967,5.184244799122759,3.1169223499266736e-7,7.911101783247852e-5,6.384540105616709
PIK3R6,1.541763218245105,8.383143401252017,5.259549754552075,2.729077477928192e-7,7.709314714513627e-5,6.310951674443525
SHARPIN,0.711330583084596,11.543967123785176,5.161795968854311,3.4942183989664474e-7,8.60350976103483e-5,6.278329960528761
GPALPP1,-0.48354686231858857,10.270128499960983,-5.156968770007064,3.5809411563177186e-7,8.60350976103483e-5,6.2555455315099815
AURKAIP1,0.7966284340341208,11.52075336497206,5.156932648744495,3.5815978785158373e-7,8.60350976103483e-5,6.255375110947715
TLR4,-1.0027060104351815,11.051683304216347,-5.126640533865869,4.1781385035049064e-7,9.588295625582697e-5,6.112274414642961
ZFP90,-0.473986078440765,10.902677641480278,-5.124430876357193,4.222275790914699e-7,9.588295625582697e-5,6.102466176543737
ITPRID2,-0.6484470354363889,12.67902529715565,-5.119674337523195,4.324881305132283e-7,9.588295625582697e-5,6.080161326997648
ZNF136,-0.4775912950489829,9.509132821219916,-5.119100153185753,4.340242654084414e-7,9.588295625582697e-5,6.076913487682748
GPATCH8,-0.4946903099991822,11.622393174357773,-5.1186200404757,4.3479485069918563e-7,9.588295625582697e-5,6.075219932062095
TAF10,0.7806365766422054,11.20805260672917,5.1150472106448674,4.4270078089007793e-7,9.605178878279562e-5,6.058481210943625
GPRIN3,-1.0018070898234992,11.567986525247088,-5.104446273916706,4.6728529031874544e-7,9.977653532329783e-5,6.0083275075214475
PGLS,0.7171538824010906,11.410841693170147,5.10080590983508,4.7561850858848795e-7,9.996906527394282e-5,5.991865197260714
YIF1A,0.6549441293840275,11.28615054452788,5.0967070719592655,4.85523422410848e-7,1.004809396657035e-4,5.972723201171267
SOD1,0.603427726961641,13.38538924711986,5.081394204688253,5.243224739628232e-7,1.0686645332951359e-4,5.901333147652081
KAT7,-0.4125241542994207,11.495458941013567,-5.062024287368048,5.777127347227774e-7,1.1494112926508913e-4,5.811306080403033
CACNA2D4,1.3229921177630644,8.685033231410182,5.0792907729478225,5.810286046703882e-7,1.1494112926508913e-4,5.789818895594408
ARHGEF3,-0.6834533943129628,10.91618706370913,-5.054248453196015,6.005925242869705e-7,1.17089429517512e-4,5.775252948605368
METTL16,-0.4540011163960873,11.018094405565856,-5.04650914418697,6.242334609260799e-7,1.1736267447639648e-4,5.7394188168920754
MT1F,1.6721300443428184,9.758473392437148,5.0527316195642165,6.284698735299313e-7,1.1736267447639648e-4,5.735890605864304
VKORC1,0.9033307975549416,11.675680613237235,5.043938187067046,6.322840374587944e-7,1.1736267447639648e-4,5.727525873855048
RER1,0.37663344390711195,12.386321819687403,5.042480738034934,6.368923012769063e-7,1.1736267447639648e-4,5.7207863163726165
ADRM1,0.6176604466571938,11.892135045286023,5.032757513185492,6.684771129848434e-7,1.2151829897124477e-4,5.675869024931004
PSAT1,2.0052728126756225,9.672795348814883,5.049417590134441,7.271098991033283e-7,1.2983335387439183e-4,5.595914717414566
PDGFC,-0.8268161407252421,11.169151929365682,-5.014180898430906,7.335217733016488e-7,1.2983335387439183e-4,5.589758460276998
MRPS15,0.6983104331217724,11.34555916821465,4.989950998193107,8.26463988807164e-7,1.4438433217446714e-4,5.479052141632857
SLC39A10,-0.6597932962078286,11.140169361915344,-4.984618704568459,8.485059715601434e-7,1.4496296494587938e-4,5.454641652909644
TALDO1,0.6329618981401701,12.510008400053898,4.983650068533102,8.525704758781208e-7,1.4496296494587938e-4,5.450209907573959
ANKRD40,-0.45711280070655036,11.770519365437575,-4.981395215933684,8.621050546885482e-7,1.4496296494587938e-4,5.439896426967413
BRMS1,0.5243003780426179,10.983384542476436,4.970633879393213,9.09045658143344e-7,1.5096891596721315e-4,5.390733280418142
ATAD3A,0.7011512685972505,9.506669265767501,4.962651957122904,9.487597412039437e-7,1.5408424407023722e-4,5.35139269174308
LYRM1,0.7524708954707329,11.027119592939306,4.961521875684774,9.507130729876367e-7,1.5408424407023722e-4,5.349180356367731
C1orf122,0.760969771081891,9.982965746878252,4.951638576497748,1.000875069649555e-6,1.5877347927879538e-4,5.301775753453605
